language,consonants,phonemes
Adioukrou,21,32
Waima,9,14
Vagla,24,54
Hokkaido Ainu,12,17
Ache (Tupian),22,34
Garo,21,26
Chickasaw,16,25
Toura (Cote d'Ivoire),21,39
Ikpeng,12,18
Karok,27,41
Silt'e,46,56
Panare,13,20
Epena,17,38
Tirma-Chai,22,31
Yao,18,29
Mangbetu,36,47
Lendu,43,55
Limbum,37,52
Jamamadi,12,16
Tieyaxo Bozo,19,36
Island Carib,16,27
Alyawarr,25,32
Jamsay Dogon,37,60
Loniu,16,23
Tundra Nenets,26,34
Mabaan,19,45
Squamish,30,37
Yil,12,23
Duala,21,33
Afar,17,27
Jarawa (Nigeria),28,39
Eastern Mari,19,27
Huambisa,15,23
Bengali,34,48
Kabiye,22,47
A-Pucikwar,16,24
Ngalakan,17,26
Ashaninka,17,21
Njyem,20,42
Bengali,36,53
Kwangali,22,27
Naxi (Retired),38,49
Piaroa,23,30
Xeta,13,24
Kuo,29,56
Taushiro,12,17
Rukai,23,27
Adangme,23,39
Jere,24,44
Tocho,15,27
Kela (Papua New Guinea),16,30
Toura (Cote d'Ivoire),19,50
Nobiin,33,45
Munduruku,17,37
Nyangumarta,20,27
Ndemli,30,53
German,22,41
Central-Eastern Niger Fulfulde,27,37
Eastern Pahari,27,39
Angaataha,12,21
East Makian,19,24
Bongo,18,29
Moken,20,38
Krim,22,38
Ife,19,34
Moseten-Chimane,26,38
Wangaaybuwan-Ngiyambaa,15,18
Sinhala,37,53
Sereer,33,43
I'saka,9,18
Tulu,24,37
Wintu,30,35
Limbum,22,35
Fwai,19,35
Wan,21,36
Warao,11,16
Khasi,21,29
Nangikurrunggurr,20,28
Southern Kiwai,12,19
Mono (Cameroon),35,62
Iloko,17,21
Mada (Cameroon),22,40
Arikapu,11,25
Markweeta,13,36
Northern Gumuz,34,44
Thulung,30,38
Canela-Kraho,13,29
Zarma-Kaado,20,40
Sudanese Arabic,54,62
Tatuyo,11,17
Nama (Namibia),32,41
Movima,19,29
Jola-Fonyi,19,29
Guahibo,17,35
Telefol,17,27
Bafut,21,49
Aja (Sudan),38,48
Anfillo,38,48
Wari',15,21
Kannada,36,47
Anyin Morofo,31,49
Sanuma,11,24
Chonyi-Dzihana-Kauma,40,47
Soninke,28,50
Western Karaboro,20,45
Georgian,29,35
Turkish,25,33
Breton,25,45
Iquito,11,19
Acheron,18,38
Cross River Mbembe,28,37
Sakha,33,49
Kharia,31,36
Michoacan Nahuatl,20,25
Ajumbu,26,39
Javanese,21,29
Chimila,16,36
Leh-Kenhat,33,38
Tapirape,13,23
Mapoyo,12,19
Alabama,14,17
Cha'palaa,24,28
Maijiki,14,20
Amanab,14,19
Ingush,35,48
Sa'ban,38,46
Popti',27,32
Liberia Kpelle,32,49
Awadhi,37,45
Tupari,14,29
San Mateo del Mar Huave,23,29
Kharia,31,45
Tetum,14,19
Hawaiian,8,13
Sauria Paharia,24,34
Central Tunebo,14,19
Lepcha,26,36
Indonesian,22,31
Senara Senoufo,19,51
Halh Mongolian,21,33
Quiotepec Chinantec,26,41
Baatonum,18,30
Nandi,13,23
Tapiete,15,27
Wappo,30,35
Southeastern Kolami,36,46
Awiyaana,11,20
Palor,26,43
Dupaninan Agta,15,20
Kunyi,44,55
Waimaha,11,23
Baoule,21,37
Toba,20,28
Batanga,20,31
Central Dagaare,24,54
Tawallammat Tamajaq,23,37
Budu,31,43
Acoli,17,29
Mwali Comorian,19,24
Lambadi,30,48
Bamenyam,39,50
Minangkabau,23,33
Tuvinian,21,37
Barain,28,41
Egyptian Arabic,27,35
Àhan,26,43
Kunjen,23,28
Fang (Cameroon),23,36
Enawene-Nawe,13,25
Xiriana,19,24
Lao,28,40
Petats,15,30
Kete,16,25
Pwo Northern Karen,25,37
Min Dong Chinese,14,21
Kabardian,49,56
Galibi Carib,11,17
Moken,22,32
Nawuri,29,40
Koonzime,22,52
Lele (Chad),23,36
Kwoma,24,31
Atayal,19,26
Waimiri-Atroari,16,27
Alamblak,18,25
Reunion Creole French,30,42
Modern Greek,21,26
Brokskat,31,41
Masai,21,43
Apiaka,12,22
Mbo (Cameroon),20,31
Chrau,20,33
Amahuaca,14,22
Matis,15,21
Mato Grosso Arara,19,33
Central Nicobarese,16,35
Zhenkang Wa,27,49
Au,10,17
Morisyen,21,30
Ngas,24,36
