language,consonants,phonemes
Bafia,25,48
Iu Mien,35,49
Tarok,26,32
Tera,42,48
Konda-Dora,23,43
Suena,13,18
Eastern Oromo,48,60
Yamana,15,20
San Martin Quechua,15,18
Breton,25,42
Barain,31,44
Wichita,21,29
Alawa,22,26
Piaroa,23,30
Huaylas Ancash Quechua,20,30
Nyeu,20,40
Aweti,14,26
Anyin Morofo,31,49
Koreguaje,18,30
Kuranko,26,54
Abure,20,36
Pume,23,38
Karitiana,11,25
Tagwana Senoufo,23,45
East Taa,130,161
Manipuri,27,35
Yuki,24,30
Sora,21,31
Juang,19,29
Molale,23,30
Bukusu,20,30
Ocaina,25,34
Jebero,17,21
Ghomala',36,59
Hupda,20,29
Maijiki,14,20
Obolo,22,37
Burun,19,38
Soninke,24,39
Central Khmer,21,42
Nivacle,22,28
Pacoh,18,33
Biak,14,24
Jebero,19,23
Selk'nam,21,29
Sinhala,37,53
Border Kuna,19,24
Kuikuro-Kalapalo,14,26
Shanga,22,37
Bariai,12,17
Senara Senoufo,19,51
Masalit,31,45
Maquiritari,12,26
Hiligaynon,20,25
Brokskat,41,56
Guajajara,14,21
Iraqw,33,45
Iban,19,25
Galibi Carib,9,15
Akoose,18,32
Petats,15,30
Koyraboro Senni Songhai,33,48
Sanskrit,37,45
Cocama-Cocamilla,11,16
Marghi Central,30,34
South Central Dinka,20,60
Beembe,19,41
Choctaw,15,21
Buol,17,23
Imbabura Highland Quichua,17,20
Central-Eastern Niger Fulfulde,27,37
Jola-Esulalu,31,51
Zulgo-Gemzek,29,34
Ga,24,38
Bengali,34,48
Didinga,36,58
Banda-Ndele,32,45
Bakole,27,34
Tachelhit,28,31
Min Dong Chinese,14,21
Waimiri-Atroari,16,27
Inor,39,45
Bamunka,23,32
Cogui,24,36
Para Arara,11,17
Chacobo,17,21
Hopi,31,49
Saliba (S\'alivan),20,30
Kpan,24,34
Mocovi,21,29
Kota (India),23,28
Brahui,24,33
Dimli,30,44
Sui,47,54
Gude,30,36
Central Pashto,31,38
Kituba (Democratic Republic of Congo),15,22
Kirike,24,36
Lakota,27,36
Pichi,21,30
Pohnpeian,14,20
Mambwe-Lungu,19,36
Sinhala,22,36
Ninam,12,18
Michoacan Nahuatl,20,25
Kela (Papua New Guinea),16,30
Kunyi,44,55
Kunama,19,26
Latunde,12,28
Fuliiru,24,36
Eastern Tamang,19,29
Sango,26,44
Lishan Didan,24,40
Semelai,32,50
Legbo,38,53
Tok Pisin,15,27
Luyi,17,22
Bouna Kulango,27,46
Awa-Cuaiquer,16,26
Swahili,31,36
Wamey,39,46
Northern Nuni,21,54
Hills Karbi,28,39
Sedang,41,55
Even,18,36
Inor,39,45
Moseten-Chimane,23,41
Lusi,16,21
Huastec,26,36
Doyayo,22,48
Tawallammat Tamajaq,23,37
Javanese,21,29
Ditammari,17,32
Nhengatu,19,23
Gweno,24,29
Paite Chin,19,25
Muyang,27,46
Siriono,16,28
Nepali Kurux,34,39
Lakkia,31,59
Eastern Low German,23,37
Kuo,29,56
Yaqui,17,22
Embera-Catio,19,31
Gbagyi,20,26
Omagua,13,18
Indonesian,22,31
Arikapu,11,25
Ashe,24,36
Huichol,15,25
Fon,24,42
Unami,22,39
Tapiete,15,27
Andoque,11,35
Ama (Sudan),18,25
North Moluccan Malay,21,27
Tuyuca,11,23
Selepet,15,21
Nandi,13,23
Sanuma,10,31
Toda,38,53
Macushi,10,22
Tamasheq,22,43
Baka (Cameroon),25,38
Waimaha,10,22
Juruna,18,28
Ga,32,47
Jola-Fonyi,19,29
Dagbani,23,29
Saamia,20,34
Sakha,33,49
