language,consonants,phonemes
Kele-Foma,21,30
Alaba-K'abeena,52,62
Galo,17,29
Savosavo,17,22
Tigon Mbembe,99,116
Hawaiian,9,19
Desano,12,18
Manange,30,45
Halh Mongolian,21,35
Lugbara,26,39
Wapishana,17,25
Huba,24,31
Kutep,28,46
Ignaciano,21,25
French,23,40
Gunwinggu,19,24
Jicarilla Apache,34,56
Abipon,15,20
Laz,27,32
Huastec,21,26
Avokaya,37,55
Abidji,21,39
Duruma,42,49
Saurashtra,32,42
Pichi,21,30
Tonkawa,15,25
Kayapo,16,33
Kimaragang,18,23
Blang,24,40
Imonda,13,23
Petats,15,30
Ndali,17,31
Baniwa do Icana,16,24
Central Kanuri,23,29
Zande,19,35
Huastec,26,36
Sherbro,24,31
Southeastern Pomo,27,32
Sudanese Arabic,54,62
San Martin Quechua,15,18
Xokleng,19,37
Upper Guinea Crioulo,23,28
Irish,45,69
Tibetan,24,38
Shuar,13,21
Tonga (Zambia),33,41
Daloa Bete,24,37
Berta,24,29
Mullukmulluk,14,19
Lega-Shabunda,18,38
Sharanahua,15,23
Bassossi,20,34
Telefol,17,27
Eastern Bolivian Guarani,12,24
Epena,17,38
Hindi,71,94
Kuranko,26,54
Reyesano,18,22
Bini,25,48
North Moluccan Malay,21,27
Northern Dagara,29,41
Inor,40,47
Dadibi,13,23
Komi-Zyrian,29,36
Waorani,12,32
Gamo-Gofa-Dawro,24,29
Sakha,22,34
Adamawa Fulfulde,24,34
Maria (India),22,39
Dafla,15,24
Cherokee,11,17
Icelandic,23,39
Parecis,15,19
Hixkaryana,18,23
Önge,16,24
Vagla,24,54
Bena (Tanzania),22,34
Burushaski,38,53
Dagbani,24,37
Barain,16,29
Mbe',48,57
Kwama,20,25
Mampruli,22,32
Gaam,34,49
Wappo,30,35
Yuchi,38,49
Izere,27,39
Yue Chinese,22,32
Baka (Sudan),36,46
Huaylas Ancash Quechua,20,30
Gbesi Gbe,31,47
Meru,17,27
Hungana-Saamba,20,33
Bulgarian,37,49
Jauja Wanca Quechua,16,22
Jennu Kurumba,26,33
Gikyode,29,51
Tasomi-Tata,14,21
Yekhee,26,36
Bagirmi,29,48
Kangri,29,41
Warao,11,16
Ibibio,17,32
Vai,28,43
Zoogocho Zapotec,28,65
Tsafiki,16,25
Fali,39,50
Avatime,28,50
Paez,29,37
Lahu,26,35
Adamawa Fulfulde,37,47
Cashibo-Cacataibo,15,21
Tsotso,19,31
Nyong,23,42
Sedang,39,53
Mundari,32,37
Western Karaboro,20,45
Mmen,27,41
Eastern Mari,25,33
North Alaskan Inupiatun,24,27
Myene,29,36
Kokota,22,27
Shwai,25,38
Gayo,19,27
Kamang,16,28
Gbaya-Bossangoa,31,43
Juang,19,29
Kako,33,47
Ahtena,30,35
Madi,45,54
Daba,36,46
Baatonum,18,30
Northwest Gbaya,30,53
Yuracare,18,25
Imbabura Highland Quichua,17,20
Yabarana,11,18
Gaa,22,34
Piaroa,23,30
Bouyei,23,34
Kaxarari,15,20
Hadiyya,46,56
Nivacle,22,28
Lijili,29,48
Ocaina,26,35
Sabaot,13,31
Omagua,13,18
Ninam,13,25
Bakairi,16,30
Usan,14,20
Georgian,28,34
Camsa,22,28
Tadaksahak,59,70
Ambulas,17,24
Juang,24,36
East Makian,32,37
North Junin Quechua,19,25
Bilua,16,41
Burmese,34,50
Tedaga,24,35
Achinese,21,55
Bengali,36,53
