language,consonants,phonemes
Kimaama,20,44
Yanomamo,12,33
Embera-Catio,19,31
Pech,18,28
Eastern Pahari,27,39
Enawene-Nawe,13,25
Vietnamese,22,36
Irigwe,79,95
Yoruba,18,32
Zaiwa,21,32
Luo (Kenya and Tanzania),26,38
Gbaya-Mbodomo,28,37
Ncane,17,41
San Miguel El Grande Mixtec,19,32
Korean,21,32
Juang,24,36
Resigaro,32,37
Sa'ban,38,46
Zoogocho Zapotec,28,65
Dutch,24,39
Ife,19,34
Waiwai,14,20
Meta',33,50
Murrinh-Patha,21,25
Chong of Chanthaburi,21,40
Tacana,18,22
Ucayali-Yurua Asheninka,24,32
Jere,24,44
Buli (Ghana),23,46
Kabiye,22,47
Taushiro,12,17
Baniwa do Icana,16,24
Yuchi,38,49
Gunwinggu,19,24
Berom,24,31
Wapishana,17,29
Nootka,37,47
Seri,17,25
Swahili,32,37
Limbum,23,41
Moroccan Arabic,74,78
Aikana,15,25
Parakana,12,17
Buwal,38,43
Western Highland Chatino,16,25
Morokodo,42,54
Portuguese,23,38
Ese Ejja,18,22
Dan,44,92
Cogui,24,36
Hangaza,23,35
Vengo,56,82
Japreria,12,24
Galician,21,28
Yulu,35,42
Susu,21,35
Yanomami,12,33
Wu Chinese,25,34
Yavitero,17,21
Western Cham,21,32
Lithuanian,36,52
Hdi,37,41
Awa-Cuaiquer,16,26
Chachapoyas Quechua,15,18
Waorani,11,21
Shilluk,25,54
Tok Pisin,15,27
Mapudungun,22,28
Mmaala,23,34
Wayuu,28,46
Yucatec Maya,20,30
Banda-Ndele,32,45
Befang,43,59
Ikpeng,12,18
Lake Miwok,29,39
Kala Lagaw Ya,18,24
Northern Pomo,29,39
Pangwa,23,35
South Efate,15,20
Golin,13,23
Ogbia,24,34
Cajamarca Quechua,19,22
Tetum,14,19
Ket,18,25
Iu Mien,35,49
Straits Salish,36,43
Seneca,11,27
Kituba (Democratic Republic of Congo),15,22
Oroko,22,29
Prai,17,35
Tagalog,19,24
Gata',24,38
K'iche',22,32
Navajo,36,54
Sabane,11,16
Coastal-Naga Bikol,23,28
Lakkia,33,55
Iloko,17,23
Giryama,40,47
Javanese,24,33
Kota (India),26,41
Limbum,37,52
Nyahkur,26,50
Boikin,17,25
Eastern Mari,25,33
Pemon,10,21
Nankina,14,20
Reel,20,63
Doyayo,22,34
Acatepec Me'phaa,20,30
Pampanga,17,22
Gude,30,36
Rukai,23,27
Kaingang,11,16
Paraujano,13,25
Teke-Kukuya,21,28
Saraiki,48,83
Southern Samo,18,26
Kariri-Xoco,14,21
Buginese,19,25
Northern Dong,20,27
Icelandic,23,39
Bakairi,16,28
Hokkaido Ainu,11,16
Southern Yukaghir,20,32
Camsa,22,28
Lakota,27,36
Nigerian Pidgin,23,32
Nonuya,20,26
Moseten-Chimane,23,41
Bila,19,33
Kahe,22,32
Barain,31,44
Cabiyari,12,17
Kakabe,22,38
Kannada,36,47
Ndonga,29,36
Manipuri,27,35
Yana,22,30
Gagnoa Bete,23,51
Holoholo,17,26
Guro,26,57
Koho,27,37
Andoa,15,25
Tuvinian,20,29
Kalaallisut,32,38
Piraha,8,11
Maay,22,32
Ntcham,21,30
Murle,21,26
Cubeo,11,17
Guato,17,25
Ndemli,30,53
Mundari,21,39
Somali,30,52
Sebat Bet Gurage,36,44
Breton,25,42
Önge,16,24
Ngazidja Comorian,41,48
Koasati,15,25
Kwese,16,25
Aklanon,17,20
Tamil,32,43
Alyawarr,25,32
Arhuaco,15,21
Car Nicobarese,16,25
Anufo,45,59
Tena Lowland Quichua,21,24
Desano,12,18
Quechan,28,38
Wawa,30,49
Abidji,21,38
Yuchi,38,46
Gikyode,29,51
Tamambo,16,21
Halh Mongolian,21,33
Yareba,13,18
Paiwan,22,26
Budu,31,43
French,23,40
Pa'o Karen,20,34
Gade Lohar,31,50
Bats,35,45
Chiquihuitlan Mazatec,25,33
Kistane,34,41
South-Eastern Ju,95,141
Macushi,10,22
Inapari,13,31
Maori,10,20
Mochica,20,32
Principense,22,31
Me'en,26,40
Gaa,22,34
Lower Grand Valley Dani,12,24
Chamicuro,19,29
Nisga'a,32,42
Zhenkang Wa,27,49
Chuvash,21,30
Kwama,20,25
Merey,33,44
