language,consonants,phonemes
Burmese,33,46
Kwoma,24,31
Lakota,28,36
Manchu,18,25
Mescalero-Chiricahua Apache,31,51
Ashaninka,15,19
Vute,30,59
Mundani,23,41
Luwo,19,32
Minica Huitoto,18,24
Daloa Bete,24,37
Yue Chinese,22,32
Oro Win,12,18
Yulu,35,42
Gayo,19,27
Che,30,57
Chepang,18,24
Urubu-Kaapor,15,26
Loma (Liberia),28,42
Mandarin Chinese,24,49
Pilaga,18,22
Nyangumarta,20,27
Bissa,23,41
Baatonum,18,30
Loniu,16,23
Waorani,12,32
Wan,21,36
Pular,28,38
Maijiki,14,20
Yerukula,20,38
Koho,27,37
Tuyuca,11,23
Southern Samo,18,26
Cocama-Cocamilla,11,16
Mundari,32,37
Bora,17,31
Chaudangsi,34,42
Yuhup,20,35
Ocaina,25,34
Giryama,40,47
North Junin Quechua,19,25
Abure,20,36
North Marquesan,12,22
Iwam,11,17
Timne,17,30
Korean,21,32
Irula,31,52
Tese,24,47
Paez,29,37
Karaja,9,24
Munduruku,17,37
Manipuri,25,33
Jicarilla Apache,34,56
Pemon,10,17
Wubuy,19,23
Guahibo,17,35
Ghomala',36,59
Saotomense,19,32
Kuo,29,56
Dar Fur Daju,24,30
Uru-Eu-Wau-Wau,14,26
Baoule,21,37
Mende (Sierra Leone),23,34
Igbo,46,65
Pengo,22,32
Sedang,41,55
Bakoko,26,33
Hainyaxo Bozo,20,34
Tatana,17,21
Tsuvadi,28,55
Eyak,32,45
Kazym-Berezover-Suryskarer Khanty,19,32
Kare (Central African Republic),30,57
Kangri,29,41
Kupsabiny,14,26
Qawasqar,18,24
Tonga (Zambia),33,41
Tocantins Asurini,11,16
Gujari,32,50
Lukpa,17,37
Kunama,19,26
Gidar,28,38
Ninam,12,18
Ida'an,17,23
Kala Lagaw Ya,18,24
Gunwinggu,19,24
Lengola,24,32
Ngas,32,43
Fulnio,21,33
Yine,16,26
Coeur d'Alene,40,48
Peve,30,38
Fijian,19,30
Xokleng,19,37
Japanese,27,40
Kangaki-Kagbaaga-Kajoko Bidyogo,18,25
Nobiin,16,21
Eastern Low German,23,37
Acatepec Me'phaa,20,30
Kurukh,21,32
Puri,12,18
Ndonga,29,36
Turkish,25,33
Ndut,27,34
Kota (India),23,28
Dan,44,92
South Nuaulu,12,17
Luyi,17,22
Eastern Mari,19,27
Shuswap,37,44
Kakua,12,22
Thai,21,30
Hoava,16,21
Murui Huitoto,14,20
Xhosa,75,84
Komo (Democratic Republic of Congo),24,35
Poyanawa,14,21
Naasioi,8,18
Vaagri Booli,23,37
Brao,22,31
Crow,10,23
Gujarati,35,60
Waorani,11,21
Ajyininka Apurucayali,20,26
Otoro,30,44
Yine,16,26
Mambwe-Lungu,19,36
Tonkawa,15,25
Eastern Tamang,19,29
Lithuanian,36,47
Kekchi,21,26
Tiagbamrin Aizi,24,32
Sabaot,13,31
Mann,22,39
Bari (Chibchan),10,22
Xipaya,14,23
Morokodo,42,54
Luvale,22,36
Chimila,16,36
Lakkia,33,55
Subiya,46,51
Ocaina,27,38
Alawa,23,28
Avokaya,37,55
Dera (Nigeria),24,35
Teen,28,38
Waris,13,22
Chibcha,16,22
Lyele,21,34
Krikati-Timbira,11,26
Lyele,24,44
Kaingang,11,16
Cha'palaa,23,27
Suya,13,28
Barain,31,44
Bondo,27,40
Gelao,31,43
Esimbi,29,37
Nyamwezi,36,53
Central Kanuri,23,29
Ute-Southern Paiute,19,37
Yawalapiti,17,21
Wamey,39,46
Resigaro,32,37
Halkomelem,32,47
Machinere,13,18
Thado Chin,23,31
Ngandyera,30,37
Kohumono,28,38
Bandi,23,48
Tlachichilco Tepehua,24,34
Gagnoa Bete,23,51
Kru Pidgin English,24,36
Mara,19,24
Mba,24,31
Western Bru,20,42
Central Aymara,36,42
Maquiritari,12,26
Bum,37,47
Tachelhit,28,31
Maasina Fulfulde,27,37
Loxicha Zapotec,23,30
Mullukmulluk,14,19
Luchazi,32,42
Nanai,18,24
Urarina,16,21
Ndonga,29,36
Mungaka,21,33
Zuni,20,25
Irarutu,12,19
Mamara Senoufo,29,50
Yagua,11,23
Ngizim,34,40
Wayana,9,16
Logba,25,35
Koyra Chiini Songhay,21,36
Maltese,45,55
Cupeno,27,38
Mabaan,19,45
Inor,40,47
