language,consonants,phonemes
North Moluccan Malay,21,27
Tachelhit,28,31
Kuanyama,26,33
Kazym-Berezover-Suryskarer Khanty,19,32
Tatuyo,11,17
Suya,13,28
Hamer-Banna,25,35
Irarutu,12,19
Siriono,18,30
Inapari,13,31
Acheron,18,38
Panoan Katukina,15,19
Ngas,30,44
Sherbro,24,31
Itonama,19,25
Nez Perce,26,36
Awa-Cuaiquer,14,21
Mundari,32,37
Tsuvadi,38,52
Bambassi,23,36
S'gaw Karen,27,39
Moru,26,38
Cebaara Senoufo,24,43
Maxakali,10,20
Warray,16,21
Buol,17,23
Önge,16,24
Sandawe,44,64
Bena (Tanzania),22,34
Kanga,54,76
Wichi Lhamtes Nocten,23,28
Michif,25,41
Gavar,47,55
Pottangi Ollar Gadaba,22,34
Yawalapiti,17,21
Kharia,31,36
Dizin,24,30
Kambaata,49,59
Emai-Iuleha-Ora,27,48
Choctaw,15,21
Nyam,39,56
Salasaca Highland Quichua,23,26
Ute-Southern Paiute,19,37
Tigre,47,54
Modern Greek,21,26
Budu,31,43
Yanesha',23,26
North Giziga,29,37
Barbareno,34,40
Piapoco,15,19
Koshin,23,37
Hadiyya,46,56
Iquito,11,19
Kharia,31,45
Nyahkur,26,50
Culina,17,21
Nung (Viet Nam),21,32
Gwandara,35,64
Eastern Pahari,27,39
Swahili,31,36
Nootka,37,47
Leco,24,30
Central-Eastern Niger Fulfulde,27,37
Djeoromitxi,14,24
Hanga Hundi,16,23
Kakua,12,22
Assamese,22,37
Camsa,21,27
Xokleng,19,37
Qimant,28,39
Juang,19,29
Northern Frisian,23,42
Sharanahua,15,23
Arhuaco,16,32
Siksika,13,25
Ngwe,24,38
Abipon,13,23
Totontepec Mixe,14,23
Juma,12,24
Itonama,19,25
Sidamo,25,35
Carapana,11,23
Maltese,45,55
Santali,35,46
Samba Leko,22,34
Koasati,15,25
Chechen,32,44
Maranao,13,17
Jungle Inga,13,16
Tigrinya,32,39
Southern Bobo Madare,19,38
Wamey,39,46
Belanda Viri,28,43
Izere,27,39
Karaja,9,24
Caddo,20,23
Liko,33,45
Degema,24,36
Aproumu Aizi,24,33
Ewe,28,45
Thai,21,30
Ndonga,29,36
Yanomamo,11,32
Batak Karo,16,24
Fwe,49,59
Oroko,22,29
Kako,33,50
Southern Tiwa,26,41
Ndali,17,31
Tulu,23,35
Galo,17,29
Galibi Carib,16,28
Secoya,12,18
Kxoe,95,120
Itelmen,27,32
Wantoat,14,21
Tumtum,39,55
Jebero,17,21
Amundava,14,26
Urdu,35,54
Akoose,22,44
Yagaria,14,23
Lemeting,19,25
Mandarin Chinese,27,43
Javanese,22,30
Eastern Ojibwa,16,27
Hopi,31,49
Fulnio,21,33
Yuracare,18,25
Lumun,17,35
Duruma,40,47
Muyang,27,46
Northern Yukaghir,20,26
Kol (Cameroon),28,55
Kayapo,16,33
Tolowa-Chetco,26,31
Izi-Ezaa-Ikwo-Mgbo,27,38
Muniche,22,27
Waimaha,11,25
Min Nan Chinese,19,25
Sursurunga,15,21
Hopi,22,28
Muinane,22,28
Siar-Lak,15,22
Mawa (Chad),24,33
Glavda,34,43
Tunica,18,25
Manado Malay,19,25
Wayampi,14,26
T'apo,20,25
Che,30,57
Lahu,26,35
Slovenian,21,37
West Coast Bajau,17,23
Giryama,40,47
Kunama,19,26
Nimboran,12,18
Tagalog,19,24
Kinnauri,31,46
Tera,42,48
Gujari,35,54
Bini,25,48
Koyraboro Senni Songhai,23,37
Balti,35,53
Mundu,29,41
Fon,24,42
Vagla,24,54
Mambai,26,54
Pa'o Karen,20,34
Bambara,20,43
Tol,22,28
Chachapoyas Quechua,15,18
Ewondo,15,25
Macaguan,16,22
Daloa Bete,24,37
Bakaka,16,32
Kiowa,22,42
Mumuye,23,34
Sumi Naga,35,46
Bashkir,27,38
Makaa,30,55
Siriano,11,23
Luwo,19,32
Paraguayan Guarani,24,36
Pwo Northern Karen,23,52
Xipaya,14,23
Yuki,24,30
Qawasqar,18,24
Awadhi,37,45
Yuchi,38,49
Ticuna,18,29
Defaka,18,42
Xiriana,19,24
Kayabi,14,26
Luchazi,32,42
Ese Ejja,17,21
Southern Samo,18,26
Plateau Malagasy,31,36
Jauja Wanca Quechua,16,22
Ligbi,22,38
Central Khmer,21,42
Nuer,20,48
Kabardian,49,56
Izi-Ezaa-Ikwo-Mgbo,29,40
Michoacan Nahuatl,20,25
Ao Naga,14,20
Ebira,19,31
Sissala of Burkina Faso,22,51
Savara,19,30
Mewati,30,50
Tupari,14,29
Upper Guinea Crioulo,23,28
Niellim,23,36
Ocaina,25,34
Ngiemboon,19,30
Gamo-Gofa-Dawro,24,29
Fipa,20,35
Kazym-Berezover-Suryskarer Khanty,19,32
Ebang,27,34
Timne,17,30
Ga,32,47
Woun Meu,19,33
Giryama,40,47
Yanomami,13,34
Naasioi,8,18
North Bolivian Quechua,25,28
Lukpa,17,37
Mocovi,21,29
Kabiye,24,47
Baka (Cameroon),25,35
Manipuri,25,33
Yanesha',23,29
Lithuanian,36,47
Bambalang,34,57
Comanche,12,18
Chukchi,15,22
Wangaaybuwan-Ngiyambaa,15,18
Portuguese,23,38
Wambon,16,26
Irantxe-Munku,21,43
Fuliiru,25,35
Waimaha,10,22
Sango,26,37
Japreria,14,20
Semelai,32,50
Rama,19,28
Ke'o,24,30
Uru-Eu-Wau-Wau,14,26
Bamenyam,39,50
Yuhup,20,35
Minangkabau,23,33
Nukak Maku,12,24
Hadza,57,62
Capanahua,16,24
Malayo,20,27
Moloko,31,47
Kamang,16,28
Meta',20,33
Apatani,24,37
Achumawi,17,23
Tz'utujil,25,35
Crow,10,23
Maithili,34,42
Mada (Cameroon),22,40
Central Kanuri,18,25
Mampruli,24,36
Cebuano,18,21
Holoholo,17,26
Awtuw,11,18
Afar,17,27
Tamil,32,43
Konkomba,21,38
Amharic,30,37
Gwandara,28,48
Kayabi,14,24
Tepo Krumen,17,39
Itonama,19,25
Gata',24,38
Yugambeh-Bandjalang,12,16
Kupsabiny,14,26
Bankon,26,37
Mbukushu,22,29
Northern Lushootseed,33,37
Bimoba,22,44
Tupinamba,13,25
San Martin Quechua,15,18
Saotomense,19,32
Hangaza,23,35
Cuiba,17,25
Siamou,22,41
Tohono O'odham,19,29
Ngangam,22,39
Belanda Bor,25,38
Yabarana,11,18
Northern Dong,20,27
Arawete,12,21
Yawanawa,15,19
Keliko,36,45
Kagulu,26,31
Apurina,14,40
Foodo,23,44
Seneca,11,27
Central Mazahua,45,60
Cayubaba,17,33
Kashmiri,27,56
Dibole,21,31
Oku,18,29
Chopi,61,68
Kuo,29,56
Piraha,8,11
Farefare,20,30
Chuave,12,17
Adioukrou,21,32
Tonga (Tonga Islands),12,17
Popti',27,32
Anuak,19,47
Chickasaw,16,25
Nigerian Fulfulde,28,38
Ngas,32,43
Yemba,17,27
Baniwa do Icana,25,37
Guahibo,17,35
Leh-Kenhat,33,38
Pampanga,17,22
Murle,20,34
Nyong,23,42
Awngi,28,39
Beja,21,26
