language,consonants,phonemes
Naga Pidgin,30,47
Yoruba,19,31
Tok Pisin,15,27
Xavante,11,24
Baniwa do Icana,16,24
Dimli,30,44
Ngemba,29,40
Izi-Ezaa-Ikwo-Mgbo,29,40
Sa'ban,38,46
Bissa,18,24
Bench,29,40
Natugu (Retired),30,47
Min Nan Chinese,19,25
Ife,19,34
Lemeting,19,25
Yerukula,20,38
Sandawe,44,64
Tamasheq,22,43
Wamey,39,46
Amarakaeri,15,33
North Marquesan,12,22
Zuni,44,54
Yukpa,15,21
Kasem,21,45
Tuyuca,11,23
Makasar,18,23
Matumbi,15,23
Tepo Krumen,17,39
Central Moroccan Berber,36,39
Spanish,20,25
Polish,31,37
Kambera,19,29
Mara,19,24
Izi-Ezaa-Ikwo-Mgbo,27,38
Cherepon,26,38
Ashaninka,15,19
Ambulas,17,24
Kakua,21,26
Tacana,18,22
Tinigua,22,40
Luo (Kenya and Tanzania),26,38
Dan,19,39
Logo,27,39
Ngiemboon,17,28
Ndamba,19,24
Mao Naga,20,26
Morokodo,42,54
Dagbani,23,29
Bambalang,34,57
Arikapu,11,25
Anyin,17,36
Mbukushu,22,29
Loma (Liberia),21,51
Degema,24,36
Desano,12,18
Komo (Sudan),23,31
Nootka,37,47
Northeast Maidu,18,24
Lusi,16,21
Central Mazahua,45,63
Suya,15,31
Moyon,24,37
Patep,30,44
Jebero,17,21
Sereer,33,43
Moseten-Chimane,23,41
Reel,20,63
Epena,17,38
Chepang,18,24
Kenswei Nsei,55,65
Guahibo,17,35
Wangaaybuwan-Ngiyambaa,15,18
Abidji,21,39
Zhenkang Wa,27,49
Swedish,18,35
Juma,12,24
Baruga,14,24
Ga,32,47
Navajo,31,47
Tulu,24,37
Ndut,27,34
Mbo (Cameroon),21,36
Fang (Equatorial Guinea),25,41
Karadjeri,17,20
Maquiritari,12,26
Swahili,31,36
Chopi,61,68
Pulaar,28,38
Tunia,24,40
Lega-Shabunda,18,38
Bouna Kulango,27,46
Dazaga,21,32
Antigua and Barbuda Creole English,24,37
Awiyaana,11,20
Bouyei,23,34
Klamath-Modoc,33,37
Urubu-Kaapor,15,26
Marghi Central,36,44
Guarayu,14,26
Hixkaryana,18,23
Vanimo,12,28
Tohono O'odham,19,24
Liberia Kpelle,32,49
Toba,21,28
Crow,10,23
Konkani,19,37
Eastern Yiddish,38,47
Jamamadi,12,16
Fasu,11,21
Khezha Naga,42,50
Chiquihuitlan Mazatec,25,33
Bongo,18,29
Thai,21,30
Abipon,15,20
Hadza,57,62
Tama (Chad),21,30
Atayal,19,27
Galibi Carib,11,17
Usan,14,20
Parakana,12,17
Tonga (Tonga Islands),12,17
Bashkir,27,38
Bana,37,44
Akoose,22,44
Ashe,24,36
Kwasio,46,54
Wayuu,28,46
Toba,18,26
Abau,9,14
Andoa,15,25
Choctaw,15,21
Tsou,15,21
Mufian,17,22
Awa-Cuaiquer,16,26
Portuguese,23,38
Southern Sierra Miwok,15,21
Fuliiru,25,35
Kol (Cameroon),28,55
Gwandara,35,64
Ejagham,19,29
Selk'nam,21,29
Pampanga,17,22
Bororo,15,22
Badaga,25,38
Binumarien,11,16
Aragonese,33,45
Bafut,21,49
Jaqaru,36,42
Kman,34,50
Kharia,31,36
Shall-Zwall,14,18
Wichita,21,29
Kharia,31,45
Ndali,17,31
Iraqw,33,48
Bella Coola,28,31
Daw,24,39
Mundang,37,67
Tira,26,42
Tahaggart Tamahaq,25,37
Modern Hebrew,24,30
Ikpeng,12,18
Pana (Central African Republic),34,66
Kotiria,16,28
Ngarinyin,18,24
Samre or Siem Reap,20,41
Nukak Maku,12,24
Tatana,17,21
Isoko,28,37
Yansi,17,42
Koreguaje,18,30
Nganasan,20,29
Mundabli,22,38
Efik,13,20
German,23,39
Aari,26,36
Eton-Mengisa,21,38
Tanimuca-Retuara,11,21
Fwai,19,35
Burushaski,38,43
Duala,21,33
Nobiin,33,45
Terena-Kinikinao-Chane,13,23
Tilquiapan Zapotec,22,30
Seneca,11,19
Adamawa Fulfulde,27,36
Chipaya,41,51
Totela,44,54
Unami,22,39
Tshangla,32,37
Xipaya,14,23
Northern Pame,40,54
Iyo'wujwa Chorote,16,21
Samba Leko,22,34
Budu,31,43
Anufo,45,59
Baatonum,18,30
Irula,31,52
Chumburung,21,30
Fang (Cameroon),23,36
