language,consonants,phonemes
Kayabi,14,26
Finnish,25,42
Mapoyo,12,19
Ejagham,21,32
Piraha,8,11
Chrau,20,33
Irish,44,68
Burushaski,38,53
Western Highland Chatino,16,25
Southern Kiwai,12,19
Nizaa,58,90
Curripaco,25,29
Yuchi,38,49
Gavar,47,55
Akawaio,10,21
Mori Bawah,22,27
Surui,19,29
Nivkh,34,44
Tunen (Retired),17,26
Chiquihuitlan Mazatec,26,38
Alladian,25,36
Northern Conchucos Ancash Quechua,17,23
Achinese,21,55
Fang (Equatorial Guinea),25,41
Korubo,14,20
Archi,81,91
Southern Bobo Madare,19,38
Western Bru,20,42
Naasioi,8,13
Yalunka,19,33
Dafla,15,24
Skou,13,23
Ashaninka,17,21
Sentani,10,17
Kunza,23,33
Hupda,20,29
Vai,28,43
Lele (Chad),23,36
Xhosa,75,84
Sango,26,42
Tunica,17,24
Shuar,16,24
Bodo (India),15,21
Maria (India),22,39
Manipuri,25,33
Akurio,10,24
Samba Leko,22,34
Fwai,19,35
Lak,60,69
Gwandara,32,52
Waorani,11,21
Pengo,22,32
Tenetehara,14,21
Filipino,17,27
Bullom So,22,36
Inapari,13,31
Wari',15,21
Kamang,16,28
Burun,19,38
Car Nicobarese,16,25
Kuot,13,19
Moken,22,32
Hawaiian,8,13
Barbareno,38,44
Cusco Quechua,26,31
Coastal-Naga Bikol,23,28
Amahuaca,14,22
East Makian,32,37
Ngangam,22,39
Western Xwla Gbe,29,45
Kangri,29,41
Iban,19,25
Bakaka,15,31
Palauan,10,22
Bassossi,20,34
Swahili,32,37
Ingush,35,48
Aikana,22,32
Mokpwe,22,31
Poyanawa,14,21
Kunjen,23,28
Ndai,32,57
Xipaya,14,23
Mbuko,34,45
Selk'nam,21,29
Mal,17,41
Cavinena,20,24
Coeur d'Alene,40,48
Dagbani,24,37
Semelai,32,50
Cofan,30,35
Makasar,18,23
Nez Perce,26,36
Xerente,13,27
Otoro,30,44
Northern Dagara,29,41
Gikyode,29,51
Suya,15,31
Ewe,27,42
Secoya,12,18
Zuni,20,25
Huarijio,12,26
Arandai,13,18
Huastec,21,26
Bouna Kulango,27,46
Fasu,11,21
Aleut,24,27
Arhuaco,16,32
Nukak Maku,12,24
Panara,11,26
Kahe,22,32
Bora,17,31
Mbe,26,37
Sukuma,38,57
Mizo,33,39
Amahuaca,15,23
Tupuri,28,56
S'gaw Karen,27,39
Gata',24,38
Apurina,14,34
Wayampi,14,25
Koyaga,29,43
Otuho,33,56
Chickasaw,16,25
Nugunu (Cameroon),15,26
Fipa,20,35
Yameo,10,18
Duruma,40,47
Northern Puebla Nahuatl,16,20
Cocama-Cocamilla,11,16
Wolof,26,40
Kunimaipa,15,20
Yala,28,38
Gbesi Gbe,31,47
Jamamadi,11,15
Ngandyera,30,37
Ogbia,24,34
Moroccan Arabic,74,78
Acoli,17,29
Mungbam,24,36
Gbaya-Bossangoa,29,45
Nanai,18,24
Glavda,34,43
Apalai,12,24
Karitiana,11,31
Akuntsu,11,22
Akaselem,20,52
Javanese,22,30
Nkonya-Nkami,20,34
Ulwa,22,28
Northern Ngbandi,19,31
Bhili,35,62
Trumai,18,24
Karipuna Creole French,22,32
Bimoba,22,44
Swahili,31,36
Mbay,22,44
Southern Nambikuara,13,31
Puinave,8,19
Wapishana,17,25
Puri,12,18
Kunama,19,26
Sebat Bet Gurage,35,42
Mapudungun,22,28
Koreguaje,18,30
Kemezung,20,34
Eloyi,41,51
Sindhi,41,61
Shasta,17,21
South-Eastern Ju,95,141
Imbabura Highland Quichua,17,20
Kistane,34,41
Mwotlap,15,22
Mamara Senoufo,29,50
Moklen,19,46
Dizin,24,30
Yuchi,38,64
Isoko,28,37
Central Aymara,36,42
Even,18,36
Northern Yukaghir,20,26
Nomaande,14,30
Savosavo,17,22
Bum,37,47
Ucayali-Yurua Asheninka,24,32
Angolar,22,36
Ningil,14,21
Eastern Bolivian Guarani,12,24
Yawanawa,15,19
Paraguayan Guarani,24,36
Buwal,38,43
Ngarinyin,18,24
Tepo Krumen,17,39
Denya,22,30
Kashmiri,28,56
Marwari (India),36,46
Legbo,38,53
Dazaga,21,32
Northern Uzbek,24,30
Resigaro,32,37
Krache,17,44
Western Arrarnta,26,29
Paumari,22,28
Umbundu,20,30
Usarufa,17,22
Mescalero-Chiricahua Apache,31,51
Bondo,21,27
Zulgo-Gemzek,29,34
Meru,17,27
Abure,20,36
Tilquiapan Zapotec,22,30
Squamish,30,37
Satawalese,29,42
Wapishana,17,29
Cubeo,11,17
Ndzwani Comorian,32,39
Mono (Cameroon),35,62
Baga Sitemu,18,26
Komo (Democratic Republic of Congo),24,35
Cha'palaa,23,27
Zande,24,32
Ntcham,21,30
Konkani,35,45
West Makian,17,23
Sereer,33,43
Dompo,22,31
Mogholi,24,29
Baatonum,18,30
Tupari,14,29
Dhuwal,20,23
Ninam,12,18
Andoa,15,25
Kanga,53,75
Yanyuwa,29,32
Taushiro,12,17
Arabela,11,18
Northern Grebo,19,36
Sherbro,24,31
Zande,19,35
San Juan Guelavia Zapotec,29,47
Ibibio,17,32
Hupda,19,34
Yaminahua,14,22
Kwasio,46,54
Beja,21,26
Eastern Ojibwa,16,27
Ginyanga,31,53
Tshangla,32,37
Koorete,51,61
Ga,32,47
Southeast Ijo,24,44
Afade,27,36
Naki,36,44
Zaiwa,21,32
Adamawa Fulfulde,37,47
Catalan,27,39
Aari,26,36
Siamou,22,41
Ntcham,21,43
Kharia,37,47
Bakaka,19,34
Maquiritari,12,26
Cebaara Senoufo,24,43
Ofaye,14,24
Gbari,24,31
Ticuna,18,29
Dan,20,48
Mbya Guarani,14,26
Cabiyari,12,17
Dagik,16,26
Ese Ejja,17,21
Bumbita Arapesh,15,22
San Mateo del Mar Huave,23,29
Njebi,24,34
Hausa,25,31
Cherokee,11,17
Anyin,19,40
Gban,20,36
Zaparo,14,22
Kwak'wala,42,48
Munduruku,17,37
Digo,41,48
Atayal,19,27
Western Maninkakan,20,27
Lahu,26,40
Bagirmi,29,48
Gayo,19,27
Wogeo,15,20
Kharia,31,36
Guarayu,14,26
Ignaciano,21,25
Taroko,33,43
Southern Sami,39,45
Fon,24,42
Luo (Kenya and Tanzania),23,32
Akpes,21,34
Toro So Dogon,21,42
Nomatsiguenga,16,25
Tulu,23,35
Anyin,21,39
Yanesha',23,29
Kotafon Gbe,29,45
Nobiin,16,21
Shabo,28,43
Akha,28,41
Ayacucho Quechua,14,17
Upper Chehalis,30,34
Telefol,17,27
Nyambo,20,33
Bariai,12,17
Cuvok,27,29
Telugu,32,43
Awutu,30,50
Wappo,30,35
Zulu,35,43
Sanuma,10,31
Hausa,33,43
Dime,53,73
Fuliiru,24,36
Uduk,23,28
Alaba-K'abeena,52,62
Gwandara,43,65
Rama,19,28
Gadsup,9,15
Burji,26,36
Chimila,16,36
Bila,19,33
Lingala,15,22
Qaqet,14,22
Mwali Comorian,19,24
Korra Koraga,21,34
Tuki,25,39
Fuliiru,25,35
Beng,24,49
Ho,24,43
Maltese,45,55
Doyayo,22,34
Bench,29,40
Pero,18,30
Nivkh,28,35
Olu'bo,34,46
Irish,45,69
Kathmandu Valley Newari,24,32
Barain,16,29
Kalabari,22,43
Kele-Foma,21,30
Mandarin Chinese,24,49
Armenian,30,36
Yaqui,17,22
Ndut,27,34
Ngas,32,43
Achumawi,17,23
Tabasco Chontal,25,37
Chacobo,16,20
Igo,23,33
Murui Huitoto,14,20
Bamunka,23,32
Qawasqar,16,19
Adang,18,40
Kayapo,16,33
Koasati,15,25
Tunia,24,40
