language,consonants,phonemes
Lake Miwok,29,39
Mongo,45,56
Hills Karbi,28,39
Reunion Creole French,30,42
Fasu,11,21
Koreguaje,18,30
Barain,32,44
Paraujano,13,25
Jamsay Dogon,37,60
Tedaga,24,35
Mbuko,34,45
Daba,36,47
Krim,22,38
Cebaara Senoufo,24,43
Telugu,32,43
Mofu-Gudur,35,40
Apatani,24,37
I'saka,9,18
Farefare,20,30
Taushiro,12,17
Principense,22,31
Border Kuna,19,24
Orokaiva,12,17
Cubeo,11,23
Ega,27,39
Kamayura,14,26
Dobu,19,24
Karo (Brazil),14,27
Italian,23,30
Avatime,28,50
Northern Toussian,16,35
Mudhili Gadaba,19,31
Mochica,20,32
Kumaoni,31,42
Bamenyam,39,50
North Giziga,29,37
Libyan Arabic,34,50
Dhuwal,20,23
Ambonese Malay,18,23
Juma,12,24
Sango,26,44
Southern Mfumte,74,89
Tedim Chin,21,26
Mocovi,23,31
Jennu Kurumba,26,33
Maung,17,22
Kare (Central African Republic),30,57
North Junin Quechua,19,25
Ajumbu,26,39
Egyptian Arabic,58,67
A-Pucikwar,25,35
Chacobo,16,20
Ndali,17,31
Ife,19,34
Hawaiian,9,19
Kabardian,49,56
Kui (India),20,39
Enawene-Nawe,13,25
Tese,24,47
Panoan Katukina,15,19
Fipa,20,35
Chamorro,20,26
Konkomba,21,38
Lu,22,31
Border Kuna,16,21
Mbya Guarani,14,26
Malayalam,30,43
Egyptian Arabic,27,35
Para Gaviao,11,21
Yeyi,77,90
Khasi,27,40
Rotokas,6,11
Medumba,16,25
Naasioi,8,18
Awngi,28,35
Mor (Bomberai Peninsula),14,19
Ronga,64,69
Baatonum,18,30
Mamara Senoufo,29,50
Mofu-Gudur,35,44
Baoule,16,23
Huastec,26,36
Bondo,21,27
Wu Chinese,29,41
Igbo,43,59
Yuqui,20,40
Madi,45,54
Pottangi Ollar Gadaba,22,34
Grass Koiari,11,16
Central Nicobarese,16,35
Shuar,16,24
Akan,18,31
Bororo,13,20
Beng,24,49
Spanish,20,25
Marghi Central,36,44
Sakha,22,34
Sissala of Burkina Faso,22,51
Hamer-Banna,25,35
Turkish,24,40
Cherepon,26,38
Kota (India),26,41
Cupeno,27,38
Kalaallisut,32,38
Aja (Benin),28,45
Mundabli,22,38
Nyamwezi,36,53
Ebang,27,34
Iraqw,33,48
Aari,26,36
West Makian,17,23
Nivacle,22,28
Duruma,40,47
Fijian,19,30
Cubeo,11,17
Camsa,21,27
Tunia,24,40
Mba,24,31
Natugu (Retired),30,47
Mundu,29,41
Toro So Dogon,16,28
Wayana,9,16
Iaai,33,52
Biak,14,24
Mampruli,22,32
Klamath-Modoc,33,37
Batanga,20,31
Guinea Kpelle,27,35
Northern Frisian,23,42
Basque,23,28
Hopi,22,28
Dimli,30,44
Kwaio,16,21
Shona,37,42
Yanomamo,12,19
Ngad'a,21,27
Burun,19,38
Mmen,27,41
Faiwol,12,20
A-Pucikwar,16,24
Burushaski,38,43
Ashaninka,17,21
Adamawa Fulfulde,29,39
Cocama-Cocamilla,11,16
Yukpa,12,18
Movima,19,29
Mbabaram,20,24
Savara,19,30
Jebero,19,23
Beja,21,26
Gen,27,44
Karo (Brazil),14,25
Waura,16,26
Saliba (S\'alivan),20,30
Kurukh,46,68
Wichi Lhamtes Nocten,23,28
Lega-Shabunda,18,38
Aikana,22,32
Northern Bobo Madare,20,40
Gaviao Do Jiparana,19,29
Curripaco,25,29
Buli (Ghana),23,46
Sharanahua,15,23
Olu'bo,16,21
Waorani,11,21
Silt'e,46,56
Tamnim Citak,14,19
Subiya,46,51
Bongo,18,29
Laz,27,32
Balti,35,53
Chuvash,21,30
Pinyin,42,66
Nama (Namibia),19,33
Kadiweu,23,31
Zande,24,32
Morisyen,21,30
Ida'an,17,23
Lahu,26,35
Western Bru,20,42
Trumai,18,24
Awiyaana,11,20
Choctaw,15,21
Southeastern Pomo,27,38
Pengo,22,32
Chukchi,15,22
Sora,21,31
Wichita,21,29
Kanga,54,76
Kabiye,22,47
Amanab,14,19
Luchazi,32,42
Kaiwa,14,26
Ga,29,41
Tsou,15,21
Nyahkur,26,50
Piraha,8,11
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,45,49
Nubi,30,35
Burushaski,38,53
