language,consonants,phonemes
Koyraboro Senni Songhai,33,48
Leh-Kenhat,37,45
Jungle Inga,13,16
Tiruray,16,22
Iaai,36,52
Unami,22,39
Shuar,15,23
Otoro,30,44
Wubuy,19,24
Hakka Chinese,21,31
Wobe-We Northern,15,48
Kharia,31,45
Lamnso',26,45
Sango,26,44
Tulu,24,37
Mara,19,24
Ossetian,30,39
Tukang Besi North,24,29
Kanga,54,76
Baatonum,18,30
Moro,22,29
Buol,17,23
Akan,21,35
Beria,21,33
Manchu,18,25
Timne,17,25
Choctaw,15,21
Kota (India),23,28
Madi,45,54
Kanga,53,75
Ormuri,25,31
Chimila,16,36
Hixkaryana,18,23
Galo,17,29
Keliko,36,45
Yuhup,20,35
Inor,39,45
Santali,35,46
Sabaot,13,31
Tamasheq,22,43
Lyele,21,34
Kadiweu,23,31
Tucano,15,27
Klamath-Modoc,33,37
Pattani,38,44
Adzera,18,25
Northern Ngbandi,19,31
Mezquital Otomi,42,58
Basque,23,28
Siamou,22,41
Tedaga,24,35
Kuria,15,22
Gunwinggu,19,24
Berom,24,31
Sipacapense,22,32
Santiago del Estero Quichua,20,25
Bumbita Arapesh,15,22
Bubia,25,39
Wongo,15,24
Hoti,21,35
Saotomense,19,32
Karipuna Creole French,22,32
Desano,12,18
Ambulas,17,24
Wintu,30,35
Fur,19,30
Cayubaba,17,33
Kayabi,14,26
Jur Modo,31,49
Giryama,40,47
Aja (Benin),23,37
Uduk,23,28
Myene,29,36
Nawdm,21,35
Akan,18,31
Iyo'wujwa Chorote,16,21
Pana (Central African Republic),34,66
Principense,22,31
Nobiin,16,21
Larantuka Malay,19,25
Awa-Cuaiquer,14,21
Chamicuro,19,29
Muinane,22,28
Nung (Viet Nam),21,32
Komo (Sudan),23,28
Ninam,13,25
Waimaha,11,25
Baniwa do Icana,16,24
Cross River Mbembe,28,37
Alabama,14,17
Tee,23,38
Modern Greek,21,26
Gbaya-Bossangoa,31,43
Liberia Kpelle,21,45
Bamunka,23,32
Sissano,37,46
Daba,36,46
Loma (Liberia),28,42
Tundra Nenets,27,35
Bini,25,48
Rundi,22,29
Kuruaya,18,28
Mada (Cameroon),22,40
Mizo,33,39
Oko-Eni-Osayen,18,30
Kwama,20,25
Cashinahua,15,23
Ket,18,25
Dar Fur Daju,24,30
Spokane,38,43
Tangale,40,60
Lishan Didan,24,40
Ndogo,29,38
Modern Greek,21,26
Even,18,36
Ngarinman,17,23
Senara Senoufo,19,51
Bullom So,22,36
Tunen (Retired),17,26
Maquiritari,12,26
Liko,33,45
Kok Borok,25,34
A-Pucikwar,25,35
Guahibo,17,35
Ngiemboon,19,30
Bilin,31,38
Au,10,17
Palor,26,43
Barain,16,29
Slovenian,21,37
Mundabli,22,38
Kunama,19,26
Ofaye,14,24
Hakka Chinese,16,22
Standard Malay,21,27
Thado Chin,23,31
Kambera,19,29
Yala,28,38
Lambadi,30,48
Bole,28,38
Mundari,32,37
Kupang Malay,19,25
Bukusu,20,30
Aringa,35,49
Baatonum,17,31
Arandai,13,18
Chechen,32,44
Kashmiri,28,56
Kuot,13,19
Fwe,49,59
Resigaro,30,35
Lango (Sudan),16,32
Aghem,25,35
Bulgarian,37,49
Toro So Dogon,21,42
Pokoot,17,39
Holoholo,17,26
Moroccan Arabic,74,78
Chamicuro,19,29
Northeast Maidu,17,23
Sasak,19,30
Jamaican Creole English,21,33
Amele,15,20
Hausa,33,43
Toposa,17,27
Copainala Zoque,20,26
Khasi,27,40
Wari',15,21
Obolo,22,37
Kotafon Gbe,29,45
Lambayeque Quechua,16,19
Panare,12,25
Zande,24,32
Ebang,27,34
Mundari,33,54
Galibi Carib,16,22
Tasomi-Tata,14,21
Iquito,11,19
French,21,37
Nateni,13,40
Soninke,28,50
Lenakel,15,21
Ejagham,20,27
Spanish,20,25
Njyem,20,42
Seimat,11,28
Chimariko,33,42
Ogbia,24,34
Batak Karo,16,24
Fe'fe',23,44
Ga,24,38
Buamu,17,28
Xhosa,75,84
Hopi,31,49
Burmese,33,46
Kupsabiny,14,26
Kituba (Congo),17,22
Katukina,12,20
Tipai,25,34
Maranao,13,17
