language,consonants,phonemes
Kalaallisut,32,38
Sakha,33,49
Satawalese,29,42
Embera-Catio,19,31
Japanese,27,40
North Giziga,29,37
Wichita,21,29
Akurio,10,24
Northern Gyalrong,49,57
North Junin Quechua,19,25
Kwambi,29,37
Kemezung,20,34
Mabaan,19,45
Mudhili Gadaba,19,31
Dupaninan Agta,15,20
Northern Dagara,29,41
Nupe-Nupe-Tako,25,38
Lumun,17,35
Waimaha,10,22
Palauan,10,22
Sinhala,22,36
Nama (Namibia),32,41
Southern Nambikuara,13,31
Kwoma,24,31
Sochiapam Chinantec,18,39
Ngoshie,26,34
Piraha,8,11
Rotokas,6,11
Northern Haida,47,50
Katcha-Kadugli-Miri,23,32
Nanti,18,27
Kwasio,46,54
Paez,33,49
Waimiri-Atroari,16,27
Duruma,42,49
Achagua,19,29
Awing,39,56
Yoruba,18,32
Saya,39,54
Sango,26,44
Ingush,35,48
Kinyarwanda,39,49
Aikana,22,32
Sedang,39,53
Warao,11,21
Adioukrou,21,32
Kabuverdianu,21,28
Chipaya,41,51
Somali,30,52
North Marquesan,12,22
Hanga,23,29
Darma,34,42
Izere,27,39
Thulung,30,38
Paez,29,39
Lunda,22,32
Rendille,21,33
San Miguel El Grande Mixtec,15,25
Dera (Indonesia),11,17
Dahalo,54,59
Hausa,31,38
Yuchi,38,49
Shall-Zwall,14,18
Gbagyi,20,26
Budu,31,43
Klao,11,27
Fulnio,21,33
Kamang,16,28
Elip,19,30
Dyula,23,39
Tariana,23,38
Nisga'a,32,42
West Makian,17,23
Quileute,33,37
Koryak,16,21
Ntcham,21,30
Jaad-Badyara,25,43
Logo,27,39
Natugu (Retired),30,47
Jita,17,29
Kistane,34,41
Bassa,22,36
Myene,29,36
Bakairi,16,30
Western Xwla Gbe,29,45
Desano,12,18
Marwari (India),36,46
Ikpeng,12,18
Xhosa,75,84
Sedang,41,55
Armenian,30,37
Southern Birifor,25,52
Ayacucho Quechua,14,17
Aghem,28,49
Tagalog,18,28
Chiquihuitlan Mazatec,26,38
Irarutu,12,19
Zande,24,32
Dghwede,33,38
Igede,24,38
Tiagbamrin Aizi,24,32
Cerma,21,46
S'gaw Karen,27,36
Panoan Katukina,15,19
Gikyode,29,51
Yabarana,11,18
Norwegian Bokmal,27,48
Achinese,21,55
Yue Chinese,22,32
Saamia,20,34
Fwe,49,59
Afar,17,27
Niellim,23,36
Central Aymara,28,31
Tamil,21,33
Tena Lowland Quichua,21,24
Panara,11,26
Mundani,23,41
Ao Naga,14,20
Ntomba,23,30
Jur Modo,31,49
Lepcha,26,36
Tulishi,37,59
Bengali,34,48
Movima,18,23
Mayogo,33,46
Warray,16,21
Sereer,33,43
Kwak'wala,46,55
Ngomba,19,27
Bandi,23,48
Northern Grebo,19,36
Even,17,27
Central Tunebo,14,19
Cajamarca Quechua,19,22
Kambera,19,29
Matumbi,15,23
Yagua,11,23
Karo (Brazil),14,25
Aewa,17,27
Chopi,61,68
Saliba (S\'alivan),20,30
Luiseno,21,26
Bella Coola,28,31
Kele-Foma,21,30
Mapoyo,12,19
Jungle Inga,13,16
Yagaria,14,23
Halh Mongolian,21,33
Kakua,12,22
Dieri,22,25
Jamamadi,11,15
Movima,19,29
Yil,12,23
Moseten-Chimane,23,41
Daba,36,46
Ngombale,37,59
Shilluk,25,54
Adang,18,40
Apinaye,17,34
Arandai,13,18
Mekens,16,26
Southern Kiwai,12,19
Lugbara,26,39
Hindi,37,58
Acatepec Me'phaa,20,30
Guahibo,17,35
Dafla,16,27
Urarina,16,21
Basa (Cameroon),29,41
Tanimuca-Retuara,11,21
Choctaw,15,21
Kusaal,22,44
Jennu Kurumba,26,33
Fuliiru,25,35
Nivacle,22,28
Basque,23,28
Bashkir,27,38
Legbo,38,53
Guajajara,14,21
Baniwa do Icana,25,37
East Makian,18,23
Nigeria Mambila,25,43
Waiwai,14,20
Karamojong,21,66
Arikapu,11,25
Suya,15,31
Anii,23,36
Ngiti,44,56
Paiwan,22,26
Gweno,24,29
Northern Tosk Albanian,28,35
Ngwe,24,38
Ngas,30,44
Matbat,15,20
Giryama,40,47
Hupa,28,35
Tsuvadi,38,52
Gwandara,43,65
Sebat Bet Gurage,34,42
Bambara,32,58
Yanomami,13,34
Katcha-Kadugli-Miri,39,62
Fang (Cameroon),23,36
Nigerian Fulfulde,28,38
Central Mazahua,45,60
Wintu,30,35
Papantla Totonac,16,22
Purepecha,33,39
Lango (Uganda),18,40
Tagwana Senoufo,23,45
Yalunka,19,33
Bakoko,26,33
Cameroon Mambila,19,25
Jauja Wanca Quechua,22,27
Apurina,14,34
Lusi,18,28
Kako,33,50
Lishan Didan,24,40
Crow,10,23
Callawalla,26,32
Galibi Carib,9,15
Bulu (Cameroon),24,36
Tamasheq,22,43
Saliba (S\'alivan),22,32
Northern Gumuz,34,44
Tunica,18,25
Sebat Bet Gurage,33,39
Unami,22,39
Mian,13,25
Awngi,30,39
Tunia,24,40
Kharia,31,41
Tuki,25,39
Chonyi-Dzihana-Kauma,40,47
Bora,29,41
Central Kanuri,23,29
Western Farsi,24,30
Korubo,14,20
Georgian,28,34
Tacana,18,22
Gujari,35,54
Western Bru,20,42
Southern Bobo Madare,19,38
Otoro,30,44
Makasar,18,23
Tepo Krumen,17,39
Sauria Paharia,24,34
Kashmiri,28,56
Korku,26,37
Berom,24,31
Barbareno,38,44
Moroccan Arabic,74,78
Langi,32,52
Bakairi,16,28
Gbari,24,31
Huaylas Ancash Quechua,20,30
Mundari,33,54
Kota (India),23,34
Araona,19,23
Cebaara Senoufo,22,38
Cha'palaa,24,28
