language,consonants,phonemes
Seimat,11,28
Peve,30,38
Chaudangsi,34,42
Nzima,24,40
Northern Dagara,29,41
Logba,25,35
Wangaaybuwan-Ngiyambaa,15,18
Chacobo,16,20
Wawa,30,49
Mawa (Chad),24,33
Palauan,10,22
Halh Mongolian,21,35
Lao,28,40
Alyawarr,25,32
Cubeo,11,23
Wichi Lhamtes Nocten,23,28
Lak,60,69
Gaam,24,33
Toaripi,8,14
Dimli,30,44
Burmese,33,46
Nepali Kurux,34,39
Krim,22,38
Dizin,24,30
Muyang,27,46
Guaja,12,24
Akan,21,35
Anyin,21,39
Kutep,28,46
Kangri,29,41
Lelemi,22,34
Xhosa,75,84
Maca,22,32
Jinghpaw,25,30
Timne,17,30
Northern Grebo,19,36
Hupda,19,34
Matses,15,21
Chepang,18,24
Morisyen,21,30
Woun Meu,19,33
Warao,11,21
Toba,21,28
Jamamadi,12,16
Aikana,15,25
Soqotri,28,34
Tolowa-Chetco,26,31
Irantxe-Munku,21,39
Yameo,10,18
Amo,25,35
Western Cham,21,32
Ga,32,47
Dyirbal,13,16
Godie,26,42
Ese Ejja,17,21
Trumai,18,24
Abure,20,36
Karang,30,40
Kunjen,23,28
Mapudungun,22,28
Arikapu,11,25
Juruna,18,28
Irula,23,30
Gwandara,28,46
Marghi Central,36,44
Ashaninka,17,21
Nonuya,20,26
Kakua,12,22
Galibi Carib,11,17
Anyin Morofo,21,37
Kxoe,95,120
Wayana,9,16
Tumtum,39,55
Pokoot,17,39
Wubuy,19,23
Soninke,28,50
Samo,12,18
Cocama-Cocamilla,11,16
Ngomba,19,27
Kuruaya,18,28
Mampruli,24,36
Buwal,38,43
Natugu (Retired),30,47
Biak,14,19
Torwali,38,51
Tahaggart Tamahaq,25,37
Sissala of Burkina Faso,24,42
Wolof,26,40
Ngandyera,30,37
Resigaro,30,35
Sentani,10,17
Me'en,26,40
Central Pashto,31,38
Totela,44,54
Cebaara Senoufo,22,38
Northern Lushootseed,33,37
Anyin,17,36
Ngombale,37,59
Sedang,41,55
Lingala,15,22
Malayalam,30,43
Surui,19,29
Igbo,28,36
Ninam,12,18
Bench,46,56
Idoma,47,75
Moken,22,32
Tiv,31,40
Angami Naga,37,43
Fuliiru,24,36
Inor,40,47
Sindhi,41,61
Lakota,28,36
Western Niger Fulfulde,27,32
Apiaka,12,22
Mocovi,23,31
Katcha-Kadugli-Miri,23,32
Paraujano,13,25
Tuki,25,39
Abipon,13,23
Kamba (Kenya),13,31
Bulu (Cameroon),24,36
Adang,18,40
Adioukrou,21,31
Seneca,11,27
Chipewyan,39,61
Car Nicobarese,16,25
Indonesian Bajau,26,32
Northern Nuni,21,54
Maxakali,10,20
Chukchi,15,22
Maay,22,32
Yagua,11,23
Lambadi,24,34
Mocovi,21,29
Iyive,53,64
Mabaan,19,45
Libyan Arabic,34,50
Ignaciano,21,25
Alawa,22,26
Igbo,46,65
Zuni,44,54
Awadhi,37,45
Panara,11,26
Krio,25,35
Tampulma,24,33
Northern Yukaghir,20,26
Nomatsiguenga,16,25
Baniwa do Icana,25,37
Yine,16,26
Tieyaxo Bozo,19,36
Kunyi,44,55
Kabardian,49,56
Ingush,35,48
Bade,33,46
Ngoshie,26,34
Fulnio,21,33
Paez,29,39
Western Farsi,24,30
Tigak,12,17
Bariai,12,17
Jumjum,20,39
Koryak,16,21
Sebat Bet Gurage,35,42
Galibi Carib,16,22
Ngangam,22,39
Yuracare,18,25
Guerrero Amuzgo,25,37
Southern Tiwa,26,41
Tz'utujil,25,35
Lambadi,30,48
Even,18,36
Kokota,22,27
Kadiweu,23,31
Garrwan,19,22
Tariana,23,38
Acoli,17,29
Mbe',48,57
Ayoreo,20,30
Hiligaynon,20,25
Nuer,20,48
Western Maninkakan,20,27
Cha'palaa,23,27
Wiyot,24,29
Vanimo,12,28
Ntomba,23,30
Romanian,22,32
Kita Maninkakan,19,33
Central Pashto,31,38
Tundra Nenets,26,34
Abidji,21,38
Malayo,20,27
Chickasaw,16,25
Southern Ma'di,47,59
Ese Ejja,18,22
Zimbabwean Ndebele,61,68
Pech,18,28
Tarok,27,37
Kwaza,29,45
Jamsay Dogon,37,60
Bukusu,20,30
Dazaga,21,32
Gadsup,9,19
Jowulu,20,45
Mezquital Otomi,42,58
Northwest Gbaya,30,53
Wichita,21,29
Amharic,52,59
Sasak,19,30
Ngas,24,36
Mundari,32,37
Central Bai,18,29
Ava-Canoeiro,12,24
Kota (India),23,34
Adangme,23,39
Nandi,13,23
Aklanon,17,20
Kiowa,22,42
East Taa,130,161
North Alaskan Inupiatun,24,27
Yemba,21,35
Wayuu,14,26
Hoti,21,35
Siksika,13,25
Borana-Arsi-Guji Oromo,26,36
Ogbia,24,34
Burarra,16,21
Kurukh,21,32
Bondo,27,40
Ngazidja Comorian,41,48
Mizo,33,39
Bole,28,38
K'iche',22,32
Savosavo,17,22
Eastern Pahari,35,47
Navajo,31,47
Andoque,11,26
Inapari,13,31
Ife,19,34
Lokono,16,21
Batak Toba,16,21
Ahanta,24,40
Northeast Maidu,18,24
Sa'ban,38,46
Biali,14,27
Dafla,15,24
Yavitero,17,21
Sayula Popoluca,19,25
Dghwede,33,38
Krache,17,44
Aragonese,33,45
Yora,14,22
Tunica,18,25
Saotomense,19,32
Yine,16,26
Culina,17,21
Spanish,20,25
Guajajara,15,22
Beria,21,33
Kota (India),26,41
Bakairi,16,28
Elip,19,30
Michif,25,41
Koasati,15,25
Kaiwa,14,26
Guato,17,25
Lithuanian,36,47
Tlachichilco Tepehua,24,34
Mandarin Chinese,27,43
Uduk,23,28
Tacana,18,22
Mada (Cameroon),22,40
Lega-Shabunda,18,38
Moyon,24,37
Chipaya,41,51
Ntcham,21,30
Ho,24,43
Yaminahua,14,22
Jungle Inga,13,16
Northern Pomo,29,39
Maria (India),22,39
Siriono,18,28
Guambiano,20,25
Boikin,17,25
Cuiba,17,25
Ngizim,34,40
Makurap,10,20
Bemba (Zambia),15,25
Nyankole,20,28
Shipibo-Conibo,16,24
Luiseno,21,26
Dagbani,23,29
Tupuri,28,56
Krio,22,32
Sebat Bet Gurage,33,39
Kwese,16,25
Chuvash,21,30
Wubuy,19,24
Kawaiisu,25,31
Garo,16,21
Tagwana Senoufo,23,45
Kakua,21,26
Waima,9,14
Limbum,23,33
Laz,27,32
Quiotepec Chinantec,26,41
Sochiapam Chinantec,18,39
Kele-Foma,21,30
Bhele,19,28
Urarina,16,21
Croatian,25,36
Defaka,18,42
Lagwan,34,41
Haya,19,29
Maxakali,10,20
Zaparo,14,22
Otuho,33,56
Telugu,40,51
Kumaoni,31,42
Kako,33,50
Indonesian,22,31
Zay,23,37
Foodo,23,44
Fwai,19,35
Swahili,31,36
Purepecha,26,32
Chuanqiandian Cluster Miao,46,56
Wambon,16,26
Mundari,33,54
Amele,15,20
Tilquiapan Zapotec,22,30
Bekwarra,23,36
Matis,15,21
Aja (Benin),23,37
Southern Nuni,38,60
Kusaal,22,44
Tundra Nenets,27,35
Norwegian Bokmal,22,46
Argobba,30,38
Buginese,19,25
Sharanahua,15,23
Shuar,15,23
Baoule,16,23
Pwo Northern Karen,25,37
Aja (Benin),28,45
Pwo Northern Karen,23,52
Bomitaba,16,28
