language,consonants,phonemes
Adang,18,40
Sudanese Arabic,54,62
Kuy,22,47
Mayogo,33,46
Hungarian,50,65
Naasioi,8,13
Trumai,18,24
Tacana,18,22
Chopi,61,68
Kusunda,32,38
Dan,44,92
Ngad'a,21,27
Northern Bobo Madare,21,33
Kwangali,22,27
Loko,18,25
Konni,31,49
Ignaciano,21,25
Aikana,22,32
Zarma-Kaado,20,40
Sanskrit,37,45
Baure,14,18
South Central Dinka,20,60
Tunia,24,40
Krio,22,32
Barbareno,34,40
Kuanyama,26,33
Bondo,27,40
Eastern Ojibwa,16,27
Wuzlam,34,42
Guinea Kpelle,27,35
Nigerian Pidgin,23,32
Japanese,27,40
Huastec,21,26
Selk'nam,21,29
I'saka,9,18
Kako,33,47
Kashmiri,28,56
Corongo Ancash Quechua,18,24
Nyole,24,36
Tilquiapan Zapotec,22,30
Tama (Chad),21,30
Yanomamo,11,32
Plateau Malagasy,31,36
Ut-Main,36,56
Resigaro,30,35
Gbagyi,20,26
Javanese,22,30
Copainala Zoque,20,26
Amahuaca,14,22
Biak,14,19
Karang,30,40
Maxakali,10,20
Western Farsi,24,30
Marwari (India),36,46
Koya,19,24
Tshangla,32,37
Nangikurrunggurr,20,28
Palauan,10,22
Vagla,24,54
Xipaya,14,23
Northern Haida,47,50
Waimaha,11,23
Orokaiva,12,17
Tedaga,24,35
Yuqui,20,40
Chonyi-Dzihana-Kauma,40,47
Southern Bobo Madare,19,38
Mada (Cameroon),22,40
Eastern Panjabi,50,73
Maba (Chad),22,29
Breton,25,42
Yekhee,26,36
Tiv,31,40
Ambele,38,51
Northeast Maidu,18,24
Northern Pame,40,54
Lyele,24,44
Latunde,12,28
Sango,26,37
Kalkutung,20,23
Santali,35,46
Ngalakan,17,26
San Miguel El Grande Mixtec,15,25
Yala,28,38
Central Kanuri,23,29
Adzera,18,25
Kwaya,17,29
Tulu,24,37
Wayuu,14,26
Hausa,31,38
Shabo,28,43
Sebat Bet Gurage,39,45
Mekens,15,35
Tsuvadi,38,52
Mende (Sierra Leone),23,34
Boro (Ethiopia),22,30
Pacoh,18,33
Dimli,30,44
Abidji,21,38
Kalaallisut,32,38
Izi-Ezaa-Ikwo-Mgbo,27,38
Marghi Central,36,44
Gbaya (Sudan),41,56
Toura (Cote d'Ivoire),19,50
Hixkaryana,18,23
Curripaco,25,29
Sharanahua,15,23
Faiwol,12,20
Tulishi,37,59
Nepali Kurux,34,39
Mbe',48,57
Chaudangsi,34,42
Itonama,19,25
Karitiana,11,25
Didinga,36,58
Muinane,22,28
Romanian,22,32
Ndamba,19,24
Dibole,21,31
Katcha-Kadugli-Miri,41,63
Amharic,30,37
Bhele,19,28
Ngas,24,36
Italian,23,30
Khmu,23,41
Lakota,28,36
Western Xwla Gbe,29,45
Central-Eastern Niger Fulfulde,27,37
Juang,24,36
Aewa,17,27
Kok Borok,25,34
Hopi,31,49
Angolar,22,36
Mor (Bomberai Peninsula),14,19
Yana,22,30
Timne,17,25
Ndogo,29,38
Kannada,36,47
Alawa,22,26
Koasati,15,25
Gikyode,29,51
Maranao,13,17
Luo (Kenya and Tanzania),23,35
Awa-Cuaiquer,16,26
Cubeo,11,23
Tachelhit,33,37
Kamayura,14,26
Kinnauri,31,46
Liberia Kpelle,32,49
Pichis Asheninka,22,30
Lepcha,26,36
Kafa,22,27
Dagbani,24,37
Dhuwal,20,23
Banda-Ndele,32,45
Hupa,28,35
Island Carib,16,27
Tlingit,43,48
Bakairi,16,30
Aghem,25,35
Jita,17,29
Yuracare,18,25
Sissala of Burkina Faso,24,42
Soninke,24,39
Bena (Tanzania),22,34
Panare,12,25
Moseten-Chimane,23,41
Kakua,21,26
Mampruli,24,36
Bumbita Arapesh,15,22
Hungana-Saamba,20,33
Ndonga,29,36
Ngasa,22,31
Nzima,24,40
Nukak Maku,12,24
Ibani,25,38
Awngi,28,35
Siang,13,17
Lunda,22,32
Luo (Kenya and Tanzania),26,38
Banda-Ndele,33,46
Beembe,16,26
Barasana-Eduria,11,17
Macedonian,26,32
Phalura,30,40
Friulian,25,39
Darma,34,42
Bilin,31,38
Kanga,53,75
Hadza,57,62
Poyanawa,14,21
Ewe,28,45
Mapudungun,20,26
Saraiki,48,83
Giryama,40,47
Fang (Equatorial Guinea),25,41
Gaviao Do Jiparana,19,29
Epena,17,31
Hills Karbi,28,39
Afrikaans,16,39
