language,consonants,phonemes
Northern Tosk Albanian,28,35
Plateau Malagasy,21,25
Guerrero Amuzgo,25,37
Toro So Dogon,21,42
Nigerian Fulfulde,47,57
Adzera,18,25
Paite Chin,19,25
Bora,29,41
Berom,22,29
Norwegian Bokmal,22,46
Tenetehara,14,21
Wobe-We Northern,15,48
Yulu,35,42
Ndai,32,57
Itbayat,19,23
Marathi,42,55
Nateni,13,40
Lyele,24,44
Paumari,22,28
Chamacoco,21,37
Krongo,40,62
Maay,22,32
Tocantins Asurini,11,16
Kayabi,14,26
Siwu,20,37
Kasem,21,45
Vai,28,43
Guahibo,17,35
Kisa,24,38
Nanai,18,24
Western Maninkakan,20,27
Quiotepec Chinantec,26,41
Icelandic,23,39
Tiagbamrin Aizi,24,32
Tagwana Senoufo,23,45
Qawasqar,16,19
Kakua,21,26
Bandi,23,48
Adangme,23,39
Ewe,28,45
Yala,28,38
Georgian,29,35
Guajajara,15,22
Pichi,21,30
Irish,44,68
Paraujano,13,25
Chachapoyas Quechua,15,18
Kakabe,22,38
Lega-Shabunda,18,38
Hadiyya,46,56
Nyeu,20,40
Koyaga,29,43
Korean,21,32
Ginyanga,31,53
Dutch,24,39
Wambon,16,26
West Coast Bajau,17,23
Garo,16,21
Kela (Papua New Guinea),16,30
Lower Grand Valley Dani,12,24
Nepali Kurux,34,39
Eyak,32,45
Bumbita Arapesh,15,22
Koonzime,22,52
Michif,25,41
Vame,38,46
Tolowa-Chetco,26,31
Budu,31,43
Markweeta,13,36
Wahgi,17,23
Bardi,17,24
Yanomami,13,34
Paez,29,37
French,23,40
Telefol,17,27
Tuvinian,20,29
Shawi,14,18
Hausa,32,45
Mandarin Chinese,27,43
Chiquihuitlan Mazatec,25,33
Saya,39,54
Hawaiian,9,19
Chaudangsi,34,42
Central Kanuri,18,25
Pacahuara,16,20
Mian,13,25
Moseten-Chimane,23,39
Daba,36,46
Norwegian Bokmal,27,48
Ngombale,37,59
Moloko,31,47
Guarayu,14,26
Laz,27,32
Timne,17,30
Selkup,18,34
French,21,37
Sabane,13,18
Bafia,25,48
Masalit,31,45
Kunza,23,33
Northern Dong,20,27
Kirghiz,22,30
Tiruray,16,22
Chamorro,20,26
Baniwa do Icana,16,24
Embera-Baudo,21,33
Mbo (Cameroon),20,31
Kuranko,26,54
Iloko,17,21
Dangaleat,21,28
Choctaw,15,21
Lukpa,17,37
Liberia Kpelle,21,45
Krenak,22,35
Achumawi,17,23
Sinhala,22,36
Morokodo,42,54
Awadhi,37,45
Batanga,20,31
Anuak,19,47
Ma'di,24,38
Even,17,27
Galo,17,29
Tinigua,22,40
Mba,24,31
Dafla,16,27
Siksika,13,25
Karipuna Creole French,22,32
Xipaya,14,23
Giryama,40,47
Xiriana,19,24
Yerukula,20,38
West-Central Limba,17,24
Naga Pidgin,30,47
Mmen,27,41
Car Nicobarese,16,25
Island Carib,17,29
Shona,37,42
Lishan Didan,24,40
Naasioi,8,13
Kashmiri,28,56
Amahuaca,14,22
Western Cham,21,32
Anyin Morofo,31,49
Me'en,26,40
Biloxi,12,20
Rio Grande Tewa,34,57
Maca,22,32
Sa'ban,19,26
Lealao Chinantec,28,35
Jungle Inga,13,16
Waimaha,11,23
Abipon,15,20
Iraqw,33,45
Cherokee,11,17
Limbum,22,35
Rutul,59,64
Eastern Low German,23,37
Lahu,26,40
South Central Dinka,20,60
Ekari,10,15
Konda-Dora,23,43
Daloa Bete,24,37
Tsuvadi,28,55
Pinyin,42,66
Wik-Mungkan,13,18
Nyabwa,24,44
Dghwede,33,38
Russian,33,38
Nivacle,22,28
Central Dagaare,24,54
Northern Toussian,16,35
Northern Frisian,23,42
Lambadi,30,48
Bongo,18,29
Yanyuwa,29,32
Logba,25,35
Saxwe Gbe,24,38
Comanche,12,18
Kayabi,14,24
Tawallammat Tamajaq,23,37
Silt'e,46,56
Ambulas,17,24
Izere,27,39
Ewe,26,40
Adamawa Fulfulde,27,36
Mangbetu,36,47
Banda Malay,18,23
Tagalog,19,24
Yanomamo,12,33
Attie,24,47
Mbe,26,37
Para Arara,11,17
Luiseno,23,34
Tenharim,14,26
Gaam,34,49
Yanomamo,11,32
Mezquital Otomi,42,58
Chamicuro,19,29
Siamou,22,41
