language,consonants,phonemes
San Mateo del Mar Huave,23,29
Kannada,36,47
Tarok,27,37
Ewe,27,42
Kwese,16,25
Afitti,17,26
Qaqet,14,22
Tarok,26,32
Sanuma,11,24
Tigrinya,32,39
Aklanon,17,20
Tzotzil,21,26
Galician,21,28
Betta Kurumba,22,37
Guambiano,20,25
Mundari,21,39
Bambara,21,35
Gaa,22,34
Kadiweu,23,31
Tunica,17,24
Northern Puebla Nahuatl,16,20
Batak Karo,16,21
Kakua,12,22
Achumawi,17,23
Wubuy,19,23
Tetum,13,18
Soninke,28,50
Paez,33,49
Bemba (Zambia),15,25
Njyem,20,42
Nyabwa,24,44
Mwan,21,39
Trinitario,18,30
Ngoshie,26,34
Southern Sierra Miwok,15,21
Fon,24,42
Pemon,10,21
Koryak,16,21
Tsafiki,16,25
Karok,16,27
Purepecha,33,39
Burji,26,36
Igbo,43,59
Bukusu,20,30
Guajajara,14,21
Aikana,22,32
Cha'palaa,24,28
Hamer-Banna,25,35
Avokaya,37,55
Leti (Indonesia),10,22
Min Nan Chinese,19,25
Luiseno,21,26
Yine,16,26
Juma,12,24
Moyon,24,37
Cocama-Cocamilla,11,16
Mal,17,41
Marghi Central,30,34
Bribri,18,27
Lenakel,15,21
Apatani,24,37
Chacobo,17,21
Javanese,24,33
Tenetehara,14,21
Mofu-Gudur,35,40
Yana,22,30
Kwaza,19,35
Manipuri,25,33
Guinea Kpelle,27,35
Southern Yukaghir,20,32
Igo,23,33
Kako,33,47
Mapoyo,12,19
Poyanawa,14,21
Tolowa-Chetco,26,31
Croatian,25,36
Gelao,31,43
Nanai,18,24
Ngiemboon,19,30
Bakaka,19,34
Kuranko,26,54
Gwandara,28,46
Cross River Mbembe,28,37
Hakka Chinese,21,31
Xavante,11,24
Jaunsari,34,51
Lak,60,69
Hupda,20,29
Jola-Esulalu,31,51
Central Tunebo,14,19
S'gaw Karen,27,39
Siona-Tetete,18,30
Jarawa (Nigeria),28,39
Kayabi,14,26
Telugu,40,51
Western Farsi,24,30
Banda-Ndele,33,46
Yagua,11,23
Popti',27,32
Dan,44,92
Krio,25,35
Argobba,30,38
Kupsabiny,14,26
Kistane,34,41
Wari',14,20
Dyula,23,39
Tabasco Chontal,25,37
Soninke,24,39
French,23,40
Yareba,13,18
Baka (Cameroon),25,38
English,27,40
Tipai,25,34
Rukai,23,27
Jebero,17,21
Acheron,18,38
Kimaragang,18,23
Arawete,12,21
Lakkia,33,55
Medumba,16,25
Nkonya-Nkami,20,34
Southern Sama,17,23
Iyive,53,64
Halh Mongolian,21,33
Mekens,15,35
Usarufa,17,22
Mambwe-Lungu,19,36
Zande,24,32
Pengo,22,32
Zuni,20,25
Yoruba,18,29
Straits Salish,35,40
Northern Bobo Madare,20,40
Northern Lushootseed,33,37
Moken,20,38
Ute-Southern Paiute,19,37
Nonuya,20,26
Alamblak,18,25
Yine,16,26
West Coast Bajau,17,23
Yil,12,23
Yuchi,38,46
Hadiyya,46,56
Hindi,37,58
Minangkabau,23,33
Seneca,11,19
Filipino,17,27
Tumtum,39,55
Bangolan,27,40
Kera,24,30
Àhan,26,43
Bengali,29,43
Central Nicobarese,16,35
Kamang,16,28
Yanomamo,11,32
Pwo Northern Karen,25,37
Even,17,27
Alabama,14,17
Korafe-Yegha,19,24
Oneida,10,22
Omagua,13,18
Bamun,28,38
Gbaya-Bossangoa,29,45
Mudhili Gadaba,19,31
Koyaga,29,43
Ndonga,29,36
Manipuri,27,35
Hungarian,26,40
Mbo (Cameroon),19,35
Huehuetla Tepehua,26,36
Boikin,17,25
Northern Tosk Albanian,28,35
Ambulas,17,24
Cashibo-Cacataibo,15,21
Irantxe-Munku,21,39
Polish,31,37
Sherbro,24,31
Cashinahua,15,23
Iraqw,33,45
Halkomelem,32,47
Jinghpaw,25,30
Vietnamese,22,36
Ekari,10,15
Nivkh,34,44
Ocaina,25,34
Bassa,22,36
Buol,17,23
Northern Bobo Madare,21,33
Boko (Benin),19,34
Urubu-Kaapor,15,26
Lao,28,40
Tagalog,19,24
Yucuna,16,21
Ambele,38,51
East Taa,130,161
Loma (Liberia),28,42
Siwi,26,38
Pai Tavytera,15,27
Sango,26,44
Shasta,17,21
Tese,24,47
Krenak,22,35
Bandi,23,48
Hoti,21,35
Anfillo,38,48
Liberia Kpelle,21,45
Kemezung,20,34
Tonga (Zambia),33,41
Meru,17,27
Tolowa-Chetco,29,44
Nateni,13,40
Langi,32,52
Mandinka,19,34
Koya,19,24
Gadsup,9,19
Trio,10,24
Mumuye,23,34
Egyptian Arabic,27,35
Bullom So,22,36
Keiga,37,59
Warray,16,21
Gban,20,36
Komo (Democratic Republic of Congo),24,35
Seri,17,25
Anyin Morofo,21,37
Kagulu,26,31
Mehinaku,13,23
Breton,25,42
Central Mazahua,45,60
Reyesano,18,22
Kawaiisu,25,31
Ngambay,18,34
Elip,19,30
Bamunka,23,32
Awa-Cuaiquer,14,21
Gade Lohar,31,50
Batak Toba,18,27
Tuvinian,20,29
Kulung (Nepal),22,43
Kazym-Berezover-Suryskarer Khanty,18,31
Iraqw,33,48
Buwal,38,43
Kinnauri,31,46
Guahibo,17,35
Yamana,15,20
Banda-Ndele,32,45
Taos Northern Tiwa,26,38
Carijona,14,21
Nukak Maku,12,24
Lengola,24,32
Korean,21,32
Navajo,31,47
Ega,27,39
Tinputz,12,26
Southern Nambikuara,25,43
Samo,12,18
Nez Perce,26,36
Luyi,17,22
Wayampi,14,26
Urali,26,46
Santiago del Estero Quichua,20,25
Korku,26,37
Dutch,24,39
Bumbita Arapesh,15,22
Lambadi,30,48
Ntcham,21,43
Mezquital Otomi,42,58
Fulnio,18,30
Phalura,30,40
Koreguaje,18,30
Mandarin Chinese,27,43
Gwandara,28,48
Irula,23,30
Hills Karbi,28,39
Hopi,22,28
Bambara,20,43
Finnish,25,42
Igbo,46,65
Kuikuro-Kalapalo,14,26
Nimboran,12,18
Arabela,11,18
Vietnamese,21,39
Nyangumarta,20,27
Southeast Ijo,24,44
Dahalo,54,59
Central Dagaare,24,54
Koyra Chiini Songhay,21,36
Bora,17,31
Aghem,28,49
Mbukushu,22,29
Tz'utujil,25,35
Suya,13,28
Yawanawa,15,19
Kaxarari,15,20
Naasioi,8,13
San Juan Guelavia Zapotec,29,47
Apurina,14,34
Tocantins Asurini,11,16
Torwali,38,51
Karang,30,40
Komi-Zyrian,29,36
Tonkawa,15,25
Mekens,16,26
Wongo,15,24
Matumbi,15,23
Abau,9,14
Gamo-Gofa-Dawro,26,36
Secoya,12,18
Chonyi-Dzihana-Kauma,40,47
Baniwa do Icana,16,24
Nivacle,22,28
Itonama,19,25
Nuer,20,48
Texistepec Popoluca,19,29
Dan,19,39
Gujari,35,54
Kashmiri,27,56
T'apo,20,25
Inapari,13,31
Baba,23,30
Manchu,18,25
Javanese,21,29
Ebang,27,34
Nivkh,28,35
Kyenga,22,37
Nhengatu,19,23
Waura,16,26
Parecis,15,19
Mizo,33,39
Tapiete,15,27
Chiquitano,14,26
Kuot,13,19
Barain,31,44
Kohumono,28,38
Bashkir,27,38
Nias,19,25
Gwandara,35,64
Taushiro,12,17
Tsamai,56,68
Apalai,12,24
Michif,25,41
Tohono O'odham,19,24
Wahgi,17,23
Lijili,29,48
Pichis Asheninka,22,30
Ligbi,22,38
Quileute,33,37
Purepecha,26,32
Soqotri,28,34
Gude,30,36
Lango (Sudan),16,32
Xipaya,14,23
Arikapu,11,25
Giryama,40,47
Alabama,15,21
Ntcham,21,30
Central Mazahua,45,63
Tira,26,42
Makurap,10,20
Irula,31,52
Pilaga,18,22
Sakha,33,49
Fwai,19,35
Inor,39,45
Anuak,19,47
Eastern Arrernte,27,30
Tamil,21,33
Cavinena,20,24
Xeta,13,24
Ormuri,25,31
Pohnpeian,14,20
Japreria,14,20
Russian,33,38
Paez,29,37
Yansi,17,42
Tigon Mbembe,99,116
Konda-Dora,23,43
Niellim,23,36
Abipon,13,23
Tipai,25,34
Nama (Namibia),19,33
Yanomami,13,20
Lithuanian,36,52
Siang,13,17
South Central Dinka,20,60
Anufo,45,59
Otoro,30,44
Emai-Iuleha-Ora,27,48
Kurukh,31,56
Tamnim Citak,11,17
Central Kanuri,25,35
Mbalanhu,23,31
Enawene-Nawe,13,25
Kota (India),26,41
Kako,33,50
Tinigua,22,40
Suruaha,18,23
Bum,37,47
Marathi,42,55
Godie,26,42
Piaroa,23,30
Kanga,54,76
Hanga Hundi,16,23
Quechan,28,38
Waiwai,14,20
Ama (Sudan),18,25
Karok,27,41
Aewa,17,27
Gaam,24,33
Rama,19,28
Barain,16,29
Ndai,32,57
Northeast Maidu,18,24
Cebaara Senoufo,24,43
Pinyin,42,66
Sidamo,25,35
Siriono,18,28
Macaguan,16,22
Aproumu Aizi,24,33
Hupda,19,34
Wangaaybuwan-Ngiyambaa,15,18
Somali,22,32
Salasaca Highland Quichua,23,26
Cuiba,17,25
Kxoe,95,120
Mara,19,24
Selkup,18,34
Western Cham,21,32
Chopi,61,68
Isebe,9,23
Eastern Mari,25,33
Akan,22,40
Juang,19,29
Kayabi,14,24
Yemba,17,27
Zande,19,35
Digo,41,48
Kalanga,62,71
Mam,33,43
Defaka,18,42
Marwari (India),36,46
Jauja Wanca Quechua,22,27
Ava-Canoeiro,12,24
Iquito,11,19
Chukchi,15,22
Skou,13,23
Shawi,14,18
Adamawa Fulfulde,37,47
Southeastern Kolami,36,46
Hausa,31,38
Manado Malay,19,25
Imbabura Highland Quichua,17,20
Mundari,33,54
Konkomba,22,42
Lingala,15,22
Kgalagadi,43,53
Yuracare,18,25
Sedang,41,55
Tshangla,32,37
Lele (Guinea),19,28
Even,18,36
Savara,19,30
Yulu,35,42
Tahaggart Tamahaq,25,37
Biloxi,12,20
Kimaama,20,44
Yuhup,20,35
Duala,21,33
Kota (India),23,28
Vilela,24,29
Krikati-Timbira,11,26
Efik,13,20
