language,consonants,phonemes
Yabarana,11,18
Fuliiru,24,36
Tuvinian,20,29
Northern Pomo,29,39
Amundava,14,26
Tenetehara,14,21
Hokkaido Ainu,12,17
Nobiin,33,45
Duruma,42,49
Kituba (Congo),17,22
Ngazidja Comorian,41,48
Koshin,23,37
Georgian,29,35
Digo,41,48
Southern Kiwai,12,19
Nootka,37,47
Daba,36,47
Avar,44,49
Usan,14,20
Konda-Dora,23,43
Mandarin Chinese,24,49
Hupa,35,42
Ngemba,29,40
Romanian,22,31
Aikana,22,32
Gbaya-Bossangoa,31,45
Itonama,19,25
Uru-Eu-Wau-Wau,14,26
Katcha-Kadugli-Miri,23,32
Didinga,36,58
Yanomami,12,33
Mwotlap,15,22
Marathi,42,55
Kafa,22,27
West Coast Bajau,17,23
Serrano,33,42
Boikin,17,25
Candoshi-Shapra,21,27
Otoro,30,44
Shasta,17,21
Bila,19,33
Nez Perce,26,36
Madi,45,54
Uri,16,24
Siwi,26,38
Kuy,22,47
Gwandara,28,48
Baka (Cameroon),25,35
Zande,24,32
Kagulu,26,31
Minica Huitoto,18,24
Spokane,38,43
Tiruray,16,22
Chacobo,16,20
Burushaski,38,43
Tolowa-Chetco,26,31
Central Khmer,21,42
Ngombale,37,59
Gaam,24,33
Maranunggu,19,24
Cupeno,27,38
Antakarinya,17,20
Suya,15,31
Cha'palaa,24,28
Kayapo,16,33
Copainala Zoque,26,32
Lokono,16,21
Mewati,30,50
Chuave,12,17
Ngarinman,17,23
Navajo,36,54
Wobe-We Northern,15,48
Iu Mien,33,41
Befang,43,59
Tsafiki,16,26
Ngiemboon,17,28
Sochiapam Chinantec,18,39
Copainala Zoque,20,26
Zo'e,14,26
Sui,47,54
Koryak,16,21
Cha'palaa,23,27
Somali,30,52
Huambisa,15,23
Dzuungoo,26,55
Kuot,13,19
Southeast Ijo,24,44
Tatuyo,11,17
German,22,41
Mapudungun,20,26
Ternate,20,25
Wapishana,17,25
Kimaragang,18,23
Cashibo-Cacataibo,15,21
Southern Sama,17,23
Tangkhul Naga,27,40
Kharia,31,45
Akoose,18,32
Gen,27,44
Kwak'wala,46,55
Southeastern Kolami,36,46
Yanomamo,12,33
Savara,19,30
Araona,19,23
Awing,39,56
Saya,39,54
Muinane,22,28
Abure,20,36
Saotomense,19,32
Central Tunebo,14,19
Blang,24,40
Kharia,31,36
Jaqaru,36,42
Matses,15,21
Lakota Dida,27,57
Kupang Malay,19,25
Dera (Nigeria),24,35
Marghi Central,36,44
Dghwede,33,38
Gbari,24,31
South Nuaulu,12,17
Acatepec Me'phaa,20,30
Michoacan Nahuatl,20,25
Adamawa Fulfulde,29,39
Ewondo,15,25
Maung,19,24
Japreria,12,24
Cerma,21,46
Tamil,32,43
Sanuma,10,31
Central Mazahua,45,63
Northern Paiute,14,24
Kotiria,16,28
Yerukula,20,38
Haka Chin,45,52
Umotina,12,20
Wawa,30,49
Dieri,22,25
Chuvash,30,39
Marghi Central,30,34
Dompo,22,31
Jaunsari,34,51
Pacoh,18,33
Waorani,11,21
Biak,14,19
Qawasqar,18,24
Nimboran,12,18
Leh-Kenhat,37,45
Kashmiri,28,56
Kurukh,46,68
Nigerian Fulfulde,28,38
Sayula Popoluca,19,25
Furu,31,41
Waimaha,10,22
Yessan-Mayo,16,20
Apiaka,12,22
Central Pashto,31,38
Basque,23,28
Obolo,22,37
Tupinamba,13,25
Nugunu (Cameroon),15,26
Babanki,26,33
Puinave,8,19
Tsamai,56,68
Omagua,13,18
Yugambeh-Bandjalang,12,16
Hanga Hundi,16,23
Xerente,13,27
Catalan,27,39
Mann,22,39
Southeastern Pomo,27,32
Izi-Ezaa-Ikwo-Mgbo,27,38
Ngalakan,17,26
Langi,32,52
Baniwa do Icana,25,37
Kekchi,21,26
Kota (India),26,41
Soninke,34,52
Nomatsiguenga,16,25
Oko-Eni-Osayen,18,30
Yuracare,18,25
Puri,12,18
Wubuy,19,24
Javanese,21,29
Nzima,24,40
Kwoma,24,31
Sango,26,44
Gwandara,43,65
Lunda,22,32
Bribri,18,27
Batanga,20,31
Mudhili Gadaba,19,31
Malayalam,30,43
Haya,19,29
Indonesian,23,31
Urarina,16,21
Selkup,18,34
Lisu,25,39
Aklanon,17,20
Gikyode,29,51
East Taa,130,161
Chiquitano,14,26
Ngambay,18,34
Tonkawa,15,25
Halbi,29,42
Tupari,14,29
Ngasa,22,31
Korean,22,40
Giryama,40,47
Buli (Ghana),23,46
Jamaican Creole English,21,33
Cogui,24,36
Gunwinggu,19,24
Buol,17,23
Yue Chinese,20,25
Ntomba,23,30
Reyesano,18,22
Wapishana,18,22
San Martin Quechua,15,18
Lambayeque Quechua,16,19
Ronga,64,69
Iu Mien,35,49
Jamamadi,11,19
Daw,24,39
Finnish,17,25
Borana-Arsi-Guji Oromo,26,36
Ocaina,27,38
Kutep,28,46
Rutul,59,64
Natugu (Retired),30,47
Gbaya-Bossangoa,31,43
Yuchi,38,64
Liberia Kpelle,32,49
Central Mazahua,45,60
Para Arara,11,17
Banda-Ndele,32,45
Yalunka,19,33
Kusunda,32,38
Beng,24,49
Kaingang,13,27
Yemsa,25,40
Gavar,47,55
Qimant,28,39
Pwo Northern Karen,23,52
Mokpwe,22,31
Gbaya-Mbodomo,28,38
Apurina,14,34
Bakole,27,34
Ndonga,29,36
Adzera,18,25
Thulung,30,38
Yagua,11,23
Tocho,15,27
Bafanji,26,59
Nootka,37,47
Beembe,16,26
West Makian,17,23
Abipon,13,23
Dafla,15,24
Korean,21,32
Berom,22,29
Luo (Kenya and Tanzania),23,35
Anii,23,36
Chipewyan,39,61
Muniche,22,27
Ngas,32,43
Kok Borok,25,34
Ngiemboon,19,30
Hausa,32,45
Carijona,14,21
South Bolivian Quechua,31,36
Naasioi,8,18
Murrinh-Patha,21,25
Northern Khmer,24,43
Huamalies-Dos de Mayo Huanuco Quechua,21,31
Ningil,14,21
Wari',15,21
Berbice Creole Dutch,20,26
Legbo,38,53
Suba-Simbiti,23,39
Bini,25,48
Lusi,18,28
Bhele,19,28
Piaroa,23,30
Italian,23,30
Anuak,19,47
Bhili,35,62
Njebi,24,34
Northern Kissi,22,42
Apinaye,14,49
Nyankole,20,28
Gujari,32,50
Tonga (Tonga Islands),12,17
Mekens,15,35
Northern Embera,20,32
Totela,44,54
Ayacucho Quechua,14,17
Guro,26,57
Abidji,21,39
Luwo,19,32
Duruma,40,47
Antigua and Barbuda Creole English,24,37
San Mateo del Mar Huave,23,29
Tenharim,14,26
Sebat Bet Gurage,39,45
Eloyi,41,51
Hopi,31,49
Eggon,30,42
Barain,28,41
Xokleng,19,37
Baka (Sudan),36,46
Ik,31,44
Akan,18,31
Hadiyya,46,56
Rendille,21,33
Zoogocho Zapotec,28,65
Awa-Cuaiquer,14,21
Movima,18,23
Gata',24,38
Eastern Karaboro,16,26
Bakaka,19,34
Bakoko,26,33
Slovenian,21,37
Peve,30,38
Burji,26,36
Tatana,17,21
Parecis,15,19
Southern Birifor,25,52
Nivacle,22,28
Jungle Inga,13,16
Northern Haida,47,50
Nootka,37,42
Yanesha',24,33
Nankina,14,20
Dan,44,92
Tikar,27,46
Angami Naga,37,43
Hupda,20,29
Texistepec Popoluca,19,29
Ache (Tupian),11,21
Wari',14,20
Bassa,22,36
Bafia,25,48
Yawanawa,14,18
Ginyanga,31,53
Sakha,22,34
South Wa,34,77
Kistane,34,41
Japanese,27,40
Nigerian Pidgin,23,32
Lugbara,27,42
Mmaala,23,34
Ngas,30,44
Igbo,28,36
Alyawarr,25,32
Tz'utujil,25,35
Pana (Central African Republic),34,66
Macedonian,26,32
Wu Chinese,25,34
Tiwi,14,18
Rama,19,28
Tigre,47,54
Paraguayan Guarani,18,30
Yanesha',23,26
Taroko,33,43
Emai-Iuleha-Ora,27,48
Pilaga,18,22
Sandawe,47,54
Glavda,34,43
Siamou,22,41
Niellim,26,59
Ashaninka,15,19
Gweno,24,29
Adamawa Fulfulde,27,36
Ambele,38,51
Tagalog,18,23
Gayo,19,27
Tipai,25,34
Amele,15,20
Degema,24,36
Jaad-Badyara,25,43
Xiriana,19,24
Northern Tosk Albanian,28,35
Tee,23,38
Southern Tiwa,26,41
Muyang,27,46
Andoque,11,26
Anufo,45,59
Manam,13,18
Lango (Sudan),16,32
Inapari,13,31
Luchazi,32,42
Wambon,16,26
Taushiro,12,17
Sauria Paharia,24,34
Cholon,15,20
Kohumono,28,38
Yagua,11,23
T'apo,20,25
Ocaina,25,34
Wiyot,24,29
Krio,22,32
Northern Bobo Madare,21,33
Kare (Central African Republic),30,57
Mampruli,24,36
Sharanahua,15,23
Garrwan,19,22
Kraho,12,46
Gujarati,35,60
Amarakaeri,15,33
Karok,16,27
Lambadi,30,48
Inor,40,47
Pai Tavytera,15,27
Lepcha,26,36
Lower Grand Valley Dani,12,24
Betta Kurumba,22,37
Usarufa,17,22
Japanese,15,20
Cofan,27,37
Tiv,31,40
Juruna,18,28
Karaja,9,24
Lese,29,42
Xipaya,14,23
Tohono O'odham,19,24
Hakka Chinese,21,31
Siar-Lak,15,22
Chukchi,15,22
Desano,12,18
Otuho,33,56
Cameroon Mambila,20,35
Armenian,30,36
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,45,49
Siona-Tetete,18,30
Kabuverdianu,21,28
Tadaksahak,59,70
Myene,29,36
Trinitario,18,30
Koyra Chiini Songhay,21,36
Maba (Chad),22,29
Kaxuiana,12,18
Tengger,20,42
Jebero,19,23
Mina (Cameroon),39,50
Savosavo,17,22
Lahu,26,35
Avatime,28,50
Chechen,32,44
Afrikaans,16,39
Sora,21,31
Central Aymara,28,31
Kalaallisut,32,38
Tanimuca-Retuara,11,21
Sabaot,13,31
Corongo Ancash Quechua,18,24
Nuer,20,48
Rukai,23,27
Piraha,8,11
Hausa,31,38
Tachelhit,33,37
Eten,63,74
Trumai,23,29
Ukrainian,24,30
Sissano,37,46
Ndali,17,31
Lyele,24,44
Dan,19,39
Northern Dagara,29,41
Embera-Chami,16,28
Tinigua,22,40
Itbayat,19,23
Antakarinya,17,23
East Kewa,15,20
Kunimaipa,15,20
Lao,28,40
Djeoromitxi,14,24
Paraguayan Guarani,24,36
Kazym-Berezover-Suryskarer Khanty,18,31
Mada (Cameroon),22,40
Yora,14,22
Sinhala,22,36
Tipai,25,34
Tunen (Retired),17,26
Quechan,28,38
Alabama,15,21
Panobo,14,18
Hupda,19,34
Chiquihuitlan Mazatec,26,38
Shanga,22,37
Wayuu,14,26
Cubeo,11,17
Coastal-Naga Bikol,23,28
Pinyin,42,66
Idoma,47,75
Nanai,18,24
Ndemli,30,53
Tapiete,15,27
Northern Bobo Madare,21,37
Waama,13,41
Kwangali,22,27
Chong of Chanthaburi,21,40
Paez,29,39
Sereer,33,43
Gourmanchema,20,33
Satawalese,29,42
Krongo,40,62
Orokaiva,12,17
Ogbia,24,34
Mundani,23,41
Bengali,29,43
Ava-Canoeiro,12,24
Tlingit,43,48
Amahuaca,15,23
Yansi,17,42
Paez,33,49
Gaviao Do Jiparana,19,29
Galibi Carib,16,22
Guaja,12,24
Igbo,46,65
Gamo-Gofa-Dawro,26,36
Khasi,21,29
Irula,23,30
Archi,81,91
Isebe,9,23
Mapudungun,20,26
Nara,17,22
Koya,19,24
Siona-Tetete,18,30
Qawasqar,18,24
Kulung (Nepal),22,43
Karitiana,11,25
Guayabero,16,22
Saliba (S\'alivan),20,30
Deni,18,22
Apurina,14,40
Capanahua,16,24
Oluta Popoluca,20,32
Bimoba,22,44
Wichita,21,29
Lelemi,22,34
Waimiri-Atroari,16,27
Ashaninka,14,22
Guinea Kpelle,24,39
Kpan,24,34
Cebaara Senoufo,24,43
Mbo (Cameroon),19,35
Guato,17,25
Kanoe,12,26
Urdu,35,54
Apatani,24,37
Dutch,24,39
Comox,37,42
Yanomamo,11,32
Boro (Ethiopia),22,30
Fuliiru,25,35
Moloko,31,47
Zuni,20,25
Xavante,11,24
Igo,23,33
Morisyen,21,30
Ngandyera,30,37
Mundari,32,37
Ticuna,18,38
Breton,25,42
Lithuanian,36,52
Gaam,34,49
Angolar,22,36
Bundeli,38,55
Mandarin Chinese,25,32
Sasak,19,30
Huarijio,12,26
Lavukaleve,15,20
Hainyaxo Bozo,20,34
Sekpele,21,33
Burushaski,38,53
Yamba,26,38
Wolof,26,40
Keiga,37,59
Tedaga,24,35
Croatian,25,36
Awngi,28,35
Ambonese Malay,18,23
Wuzlam,34,42
Palikur,14,24
Makonde,18,28
Namia,9,15
Northern Dong,20,27
Lega-Shabunda,18,38
Panara,11,26
Saamia,20,34
Andoa,15,25
Baka (Cameroon),25,38
Soninke,24,39
Pattani,38,44
Afade,27,36
Nez Perce,25,30
Western Farsi,24,30
Toro So Dogon,21,42
Yavitero,17,21
Ocaina,26,35
Koalib-Rere,29,45
Guajajara,14,21
Ega,27,39
Paumari,22,28
Kadiweu,23,31
Kimaama,20,44
Naasioi,8,13
Satere-Mawe,12,27
Gude,30,36
Dan,20,48
Jur Modo,31,49
Kazym-Berezover-Suryskarer Khanty,19,32
Bambara,32,58
Duruwa,21,31
Car Nicobarese,16,25
Panoan Katukina,15,19
Even,17,27
Mmen,27,41
Barbareno,38,44
Binumarien,11,16
Bora,29,41
Tahaggart Tamahaq,25,37
Lagwan,34,41
Achuar-Shiwiar,15,27
Zay,23,37
A-Pucikwar,25,35
Attie,24,47
Akuntsu,11,22
Kurukh,31,56
Kuku-Yalanji,13,16
Meru,17,27
Barain,16,29
Panamint,23,36
Mullukmulluk,14,19
San Mateo del Mar Huave,18,24
Mono (Cameroon),35,62
Masai,21,43
Koyraboro Senni Songhai,23,37
Guinea Kpelle,27,35
Sissala of Burkina Faso,24,42
Mekens,16,26
Teke-Kukuya,21,28
Lenakel,15,21
Quiotepec Chinantec,26,41
Tu,23,28
Chipaya,41,51
Iquito,11,19
Leh-Kenhat,33,38
Sedang,39,53
Beembe,19,41
Aleut,24,27
Yucatec Maya,20,30
Ayere,26,43
Lishan Didan,24,40
Tariana,23,38
Jauja Wanca Quechua,22,27
Bassossi,20,34
Mbya Guarani,14,26
Tanacross,35,54
Anyin,17,36
Ligbi,22,38
Asheninka Perene,18,28
Jita,17,29
Tigon Mbembe,99,116
Bare,19,23
Cavinena,20,24
Bafut,21,49
K'iche',22,32
Hausa,25,31
Batak Toba,18,27
Kakua,21,26
Mumuye,23,34
Adamawa Fulfulde,37,47
Kamba (Kenya),13,31
Adioukrou,21,32
Barasana-Eduria,11,17
Achinese,21,55
Klamath-Modoc,33,37
Nias,19,25
Àhan,26,43
Iraqw,33,48
Fali,39,50
Kamwe,26,35
Ormuri,25,31
Aringa,35,49
Itelmen,27,32
Yuchi,38,49
Central Kanuri,18,25
Kabyle,27,30
Lak,60,69
Iloko,17,23
Caddo,20,23
Central Bai,18,29
Koasati,15,25
Finnish,25,42
Swedish,18,35
Akan,22,40
Izere,27,39
Amharic,52,59
Amharic,30,37
Kota (India),23,34
Akurio,10,24
Nung (Viet Nam),21,32
Tsafiki,16,25
Chepang,18,24
Tuki,25,39
Maay,22,32
Afar,17,27
Biak,14,24
Wu Chinese,29,41
Anufo,22,43
Banda-Ndele,33,46
Norwegian Bokmal,22,46
Hangaza,23,35
Plateau Malagasy,21,25
Ekpeye,24,37
Zaiwa,21,32
Jennu Kurumba,26,33
Konkomba,22,42
Burmese,34,50
Kwaza,29,45
Faiwol,12,20
Papantla Totonac,20,26
Nawdm,21,35
Purepecha,26,32
Godie,26,42
Yuracare,18,25
Hausa,33,43
Kayabi,14,24
Lu,22,31
Senara Senoufo,19,51
Hai//om,24,29
Sango,26,37
Reel,20,63
Pangwa Naga,23,29
Aghem,25,35
Zinza,20,30
Kashmiri,27,55
Yawa,14,19
Javanese,22,30
Pume,23,38
Akoose,22,44
Argobba,30,38
Luiseno,23,34
Mundari,21,39
Dangaleat,21,28
Wolaytta,38,48
Bissa,18,24
Akan,21,35
Pacahuara,16,20
Salasaca Highland Quichua,23,26
Ute-Southern Paiute,19,37
Sabane,13,18
Itonama,19,25
Tagwana Senoufo,23,45
Maybrat-Karon,11,16
Northern Gyalrong,49,57
Tsou,15,21
Guambiano,20,25
Tarok,26,32
Budu,31,43
Igede,24,38
Yamana,15,20
South Bolivian Quechua,32,37
Iloko,17,21
Bengali,36,53
Umbundu,20,30
Reunion Creole French,30,42
Tiagbamrin Aizi,24,32
Lealao Chinantec,28,35
Eastern Pahari,35,47
Temein,18,25
Tunia,24,40
Gen,25,40
Vaagri Booli,23,37
Waris,13,22
Chachapoyas Quechua,15,18
Manipuri,27,35
Ida'an,17,23
Amahuaca,14,22
Kera,24,30
Qaqet,14,22
Arabela,19,29
Kahe,22,32
Lele (Chad),23,36
Uru,23,33
North Junin Quechua,19,25
Hakka Chinese,16,22
Tunica,18,25
Ntcham,21,43
Malayo,20,27
Limbum,23,41
Tirma-Chai,22,31
Tamnim Citak,11,17
Maca,22,32
Ikpeng,12,18
Kabiye,22,47
Nama (Namibia),32,41
Adzera,18,25
Maxakali,10,20
Zuni,44,54
Iraqw,33,45
Mwali Comorian,19,24
Dyula,23,39
Wayuu,14,20
Amanab,14,19
Oku,18,29
Mende (Sierra Leone),23,34
Nafaanra,25,44
Nigeria Mambila,25,43
Tlachichilco Tepehua,24,34
Ewe,28,45
Yanesha',23,29
Gwandara,28,46
Eastern Low German,23,37
Somali,22,32
Ekari,10,15
Nama (Namibia),19,33
Bororo,15,22
German,23,39
Southern Yukaghir,20,32
Gude,30,36
Manya,18,27
Kirike,24,36
Ofaye,14,24
Dera (Indonesia),11,17
Northern Uzbek,24,30
Shilluk,25,54
Santiago del Estero Quichua,20,25
Embera-Catio,19,31
Oroko,22,29
Tawallammat Tamajaq,23,37
Prai,17,35
Molale,23,30
Hixkaryana,18,23
Chacobo,17,21
Sumi Naga,35,46
Wolof,26,40
Northern Toussian,16,35
Waimaha,11,25
Luo (Kenya and Tanzania),23,32
Cayubaba,17,33
Hamer-Banna,25,35
Kangaki-Kagbaaga-Kajoko Bidyogo,18,25
Cayubaba,17,33
Bafaw-Balong,27,47
Tok Pisin,15,27
Karo (Brazil),14,25
Ke'o,24,30
Tieyaxo Bozo,19,36
Kakabe,22,38
Huastec,26,36
Jamamadi,12,16
Awutu,30,50
Bulgarian,36,42
Kunyi,44,55
Tocantins Asurini,11,16
Buamu,17,28
Uduk,23,28
Tohono O'odham,19,29
Spanish,20,25
Poyanawa,14,21
Central-Eastern Niger Fulfulde,27,37
Mundabli,22,38
Bulgarian,37,49
Kharia,37,47
Giryama,40,47
Kuwaataay,20,34
Kasem,19,40
Maxakali,10,20
Gagnoa Bete,23,51
Kanga,53,75
Ejagham,19,29
Igo,23,33
Kman,34,50
Baga Sitemu,18,26
Moseten-Chimane,26,38
Maranao,13,17
Kalanga,62,71
Zayse-Zergulla,27,32
Mundari,32,37
Leti (Indonesia),10,22
Ndonga,25,30
Mayogo,33,46
Lijili,29,48
Fang (Equatorial Guinea),25,41
Kipsigis,14,37
Amo,25,35
Bambara,21,35
Tetum,14,19
Kituba (Democratic Republic of Congo),15,22
Bena (Tanzania),22,34
Kambaata,49,59
Lithuanian,36,47
Yawalapiti,17,21
Esimbi,29,37
Gonja,23,39
Halh Mongolian,21,33
Mundang,37,67
Guarayu,14,26
Ao Naga,14,20
Pokoot,17,39
Kashmiri,27,56
Matses,15,21
Ache (Tupian),22,34
Anyin,21,39
Lendu,43,55
Ndzwani Comorian,32,39
Kabardian,49,56
Eyak,32,45
Napo Lowland Quechua,20,23
Shabo,28,43
Czech,25,38
Polish,31,37
Wappo,30,35
Tumtum,39,55
Moklen,19,46
Breton,25,45
Northern Tosk Albanian,28,35
Mono (Democratic Republic of Congo),33,44
Nyamwezi,36,53
Batak Karo,16,24
Kwama,20,25
Western Karaboro,20,45
North Bolivian Quechua,25,28
Fe'fe',23,44
Baniwa do Icana,18,26
Nisga'a,32,42
South Azerbaijani,25,34
Sango,26,42
Boko (Benin),19,34
Baangi,28,56
Wubuy,19,23
Alladian,25,36
Central Pashto,31,38
Michif,25,41
Burarra,16,21
Yanomami,13,34
Ngiti,44,56
Kgalagadi,43,53
Shall-Zwall,14,18
Wahgi,17,23
Koyra Chiini Songhay,23,43
Mamainde,14,34
Mufian,17,22
Marwari (India),36,46
Wayana,9,16
Pero,18,30
Cebuano,18,21
Paraujano,13,25
Vute,30,59
Ejagham,21,32
Patep,30,44
Tedim Chin,21,26
Aproumu Aizi,24,33
Grass Koiari,11,16
Mawa (Chad),24,33
Mingrelian,30,35
Afitti,17,26
Chopi,61,68
Kumaoni,31,42
Northern Yukaghir,20,26
Tolowa-Chetco,29,44
Piapoco,15,19
Yuki,24,30
Defaka,18,42
Iyive,53,64
Chuvash,21,30
Northern Conchucos Ancash Quechua,17,23
Mao Naga,20,26
Bardi,17,24
Fang (Cameroon),23,36
Koreguaje,18,30
Lake Miwok,29,39
Sipacapense,22,32
Western Niger Fulfulde,27,32
Koonzime,22,52
Enawene-Nawe,13,25
Aweti,14,26
San Miguel El Grande Mixtec,15,25
Gelao,31,43
Modern Greek,21,26
Nanti,18,27
Kenswei Nsei,55,65
Towa,39,61
Mehinaku,13,23
Bakaka,15,31
Dagik,16,26
Darma,34,42
Galo,17,29
Shipibo-Conibo,16,24
Embera-Baudo,21,33
Moyon,24,37
Northern Gumuz,34,44
Tamil,21,33
Brao,22,31
Telefol,17,27
Kiowa,22,42
Fulnio,18,30
Pular,28,38
Warao,11,16
North Alaskan Inupiatun,24,27
Gban,20,36
Anyin Morofo,31,49
Kanoe,12,26
Yue Chinese,22,32
Gwandara,28,48
Denya,22,30
Northern Nuni,21,54
Thai,21,30
Seimat,11,28
Klao,11,27
Wik-Mungkan,13,18
Turkish,24,40
Kaiwa,14,26
Chickasaw,16,25
Camsa,22,28
Southern Nuni,38,60
Ashaninka,17,21
Gidar,28,38
Ket,18,25
North Junin Quechua,19,25
Moru,26,38
Achagua,19,29
Trumai,18,24
Yine,16,26
Bakaka,16,32
North Azerbaijani,24,33
Naxi (Retired),38,49
Western Keres,39,51
Ket,18,32
Tilquiapan Zapotec,22,30
Quileute,33,37
Yucuna,16,21
Northern Puebla Nahuatl,16,20
Ahanta,24,40
Gadsup,9,19
Aja (Sudan),38,48
Moseten-Chimane,23,39
Yil,12,23
Bari (Chibchan),10,22
Alawa,23,28
Munduruku,17,37
Southern Sierra Miwok,15,21
Golin,13,23
Yaqui,17,22
Mossi,17,43
Ife,19,34
Izon,19,37
Shuswap,37,44
Lakota,28,36
Krim,22,38
Lakkia,33,55
Shawi,14,18
Kwaya,17,29
Belize Kriol English,22,35
Loxicha Zapotec,23,30
Eastern Yiddish,38,47
Baatonum,18,30
Petats,15,30
Kunza,23,33
Guerrero Amuzgo,25,37
Baniwa do Icana,16,24
Machinere,13,18
Toaripi,8,14
Limbum,37,52
Hadza,57,62
Zande,19,35
Eton-Mengisa,21,38
Teen,28,38
Waima,9,14
Vame,38,46
East Makian,19,24
Mpade,30,40
Igbo,43,59
Ngwe,24,38
Baure,14,18
Jowulu,20,45
Kannada,36,47
Egyptian Arabic,58,67
Sissala of Burkina Faso,22,51
Ndut,27,34
S'gaw Karen,27,39
Amahuaca,14,22
Yukpa,12,18
Sundanese,19,26
Khmu,23,41
Arhuaco,15,21
Tundra Nenets,26,34
Sabane,11,16
Siriono,18,30
Huastec,21,26
Icelandic,23,39
Phalura,30,40
Mambai,26,54
Katcha-Kadugli-Miri,22,27
Koya,21,31
Bagirmi,29,48
Iyo'wujwa Chorote,16,21
Awngi,28,39
Manado Malay,19,25
Gade Lohar,31,50
Bubia,25,39
Kamang,16,28
Ignaciano,21,25
Lingala,15,22
Sakha,33,49
Mochica,20,32
Surui,19,29
Guahibo,17,29
South Central Dinka,20,60
Muinane,22,28
Karipuna Creole French,22,32
West Central Banda,31,46
Wayampi,14,26
Chimariko,33,42
Kalaallisut,19,22
Chukchi,15,22
Kele-Foma,21,30
Modern Greek,21,26
Lamnso',26,45
Murle,20,34
Au,10,17
Kisa,24,38
Nyangumarta,20,27
Straits Salish,35,40
Jola-Esulalu,31,51
Mamara Senoufo,29,50
Cameroon Mambila,19,25
Karang,30,40
Isoko,28,37
Ajyininka Apurucayali,20,26
Selaru,14,19
North Moluccan Malay,21,27
Khasi,19,28
Eastern Mari,19,27
Bemba (Zambia),15,25
Spanish,20,25
Sherbro,24,31
Konkomba,21,38
Batak Toba,16,21
Juang,19,29
Camsa,21,27
Parakana,12,17
Kwasio,46,54
Lyele,21,34
Wogeo,15,20
Nawuri,29,40
Xamtanga,23,30
Bakairi,17,29
Mato Grosso Arara,19,33
Dar Fur Daju,24,30
Aari,26,36
Tinputz,12,26
Northern Bobo Madare,20,40
Toba,18,26
Western Xwla Gbe,29,45
Kunimaipa,15,20
Mofu-Gudur,35,44
Hoti,21,35
Toba,21,28
Siriono,18,28
Awtuw,11,18
Ossetian,30,39
Qawasqar,16,19
Kaingang,11,16
Chaudangsi,34,42
Basque,23,28
Mescalero-Chiricahua Apache,31,51
Wyandot,11,17
Mor (Bomberai Peninsula),14,19
Hupa,28,35
Bankon,26,37
Vilela,24,29
Bondo,27,40
Machiguenga,18,27
Northwest Gbaya,30,53
Alaba-K'abeena,52,62
