language,consonants,phonemes
Korean,22,40
Ket,18,32
Lak,60,69
Kabardian,49,56
Georgian,29,35
Burushaski,38,53
Kurukh,46,68
Telugu,47,68
Kota (India),23,34
Mundari,32,37
Kharia,31,41
Khasi,19,28
Sedang,39,53
Central Khmer,21,42
Vietnamese,21,39
Mandarin Chinese,27,43
Wu Chinese,29,41
Hakka Chinese,21,31
Yue Chinese,22,32
Iu Mien,35,49
Dafla,16,27
Burmese,34,50
Lahu,26,40
Garo,21,26
S'gaw Karen,27,39
Lakkia,31,59
Thai,21,45
Bouyei,24,38
Western Cham,24,35
Atayal,19,27
Plateau Malagasy,31,36
Standard Malay,21,27
Batak Karo,16,21
Sa'ban,38,46
Sundanese,19,26
Javanese,22,30
Tagalog,18,28
Chamorro,30,36
Iaai,33,52
Lusi,18,28
Adzera,18,25
Maori,10,20
Hawaiian,9,19
Antakarinya,17,23
Nyangumarta,20,27
Kunjen,23,28
Maranunggu,19,24
Maung,19,24
Wubuy,19,24
Alawa,23,28
Wik-Mungkan,13,23
Sentani,10,17
Kwoma,24,31
Tamnim Citak,14,19
Telefol,17,27
Gadsup,9,19
Awiyaana,11,20
Kunimaipa,15,20
Selepet,15,21
Naasioi,8,18
Aleut,30,36
Kalaallisut,32,38
Chipewyan,39,61
Tolowa-Chetco,29,44
Hupa,35,42
Navajo,36,54
Northern Haida,47,50
Squamish,30,37
Straits Salish,36,43
Nootka,37,47
Kwak'wala,46,55
Eastern Ojibwa,16,27
Unami,22,39
Wichita,21,29
Lakota,27,36
Seneca,11,27
Oneida,10,22
Yuchi,38,64
Alabama,15,21
Tunica,18,25
Nez Perce,26,36
Northeast Maidu,18,24
Copainala Zoque,26,32
Papantla Totonac,20,26
Tabasco Chontal,25,37
Tzeltal,25,30
Purepecha,26,32
Karok,27,41
Southeastern Pomo,27,38
Tipai,25,34
Zuni,44,54
Southern Tiwa,26,41
Rio Grande Tewa,34,57
Luiseno,23,34
Hopi,31,49
