language,consonants,phonemes
Northern Tosk Albanian,28,35
Plateau Malagasy,21,25
Guerrero Amuzgo,25,37
Toro So Dogon,21,42
Nigerian Fulfulde,47,57
Adzera,18,25
Paite Chin,19,25
Bora,29,41
Berom,22,29
Norwegian Bokmal,22,46
Tenetehara,14,21
Wobe-We Northern,15,48
Yulu,35,42
Ndai,32,57
Itbayat,19,23
Marathi,42,55
Nateni,13,40
Lyele,24,44
Paumari,22,28
Chamacoco,21,37
Krongo,40,62
Maay,22,32
Tocantins Asurini,11,16
Kayabi,14,26
Siwu,20,37
Kasem,21,45
Vai,28,43
Guahibo,17,35
Kisa,24,38
Nanai,18,24
Western Maninkakan,20,27
Quiotepec Chinantec,26,41
Icelandic,23,39
Tiagbamrin Aizi,24,32
Tagwana Senoufo,23,45
Qawasqar,16,19
Kakua,21,26
Bandi,23,48
Adangme,23,39
Ewe,28,45
Yala,28,38
Georgian,29,35
Guajajara,15,22
Pichi,21,30
Irish,44,68
Paraujano,13,25
Chachapoyas Quechua,15,18
Kakabe,22,38
Lega-Shabunda,18,38
Hadiyya,46,56
Nyeu,20,40
Koyaga,29,43
Korean,21,32
Ginyanga,31,53
Dutch,24,39
Wambon,16,26
West Coast Bajau,17,23
Garo,16,21
Kela (Papua New Guinea),16,30
Lower Grand Valley Dani,12,24
Nepali Kurux,34,39
Eyak,32,45
Bumbita Arapesh,15,22
Koonzime,22,52
Michif,25,41
Vame,38,46
Tolowa-Chetco,26,31
Budu,31,43
Markweeta,13,36
Wahgi,17,23
Bardi,17,24
Yanomami,13,34
Paez,29,37
French,23,40
Telefol,17,27
Tuvinian,20,29
Shawi,14,18
Hausa,32,45
Mandarin Chinese,27,43
Chiquihuitlan Mazatec,25,33
Saya,39,54
Hawaiian,9,19
Chaudangsi,34,42
Central Kanuri,18,25
Pacahuara,16,20
Mian,13,25
Moseten-Chimane,23,39
Daba,36,46
Norwegian Bokmal,27,48
Ngombale,37,59
Moloko,31,47
Guarayu,14,26
Laz,27,32
Timne,17,30
Selkup,18,34
French,21,37
Sabane,13,18
Bafia,25,48
Masalit,31,45
Kunza,23,33
Northern Dong,20,27
Kirghiz,22,30
Tiruray,16,22
Chamorro,20,26
Baniwa do Icana,16,24
Embera-Baudo,21,33
Mbo (Cameroon),20,31
Kuranko,26,54
Iloko,17,21
Dangaleat,21,28
Choctaw,15,21
Lukpa,17,37
Liberia Kpelle,21,45
Krenak,22,35
Achumawi,17,23
Sinhala,22,36
Morokodo,42,54
Awadhi,37,45
Batanga,20,31
Anuak,19,47
Ma'di,24,38
Even,17,27
Galo,17,29
Tinigua,22,40
Mba,24,31
Dafla,16,27
Siksika,13,25
Karipuna Creole French,22,32
Xipaya,14,23
Giryama,40,47
Xiriana,19,24
Yerukula,20,38
West-Central Limba,17,24
Naga Pidgin,30,47
Mmen,27,41
Car Nicobarese,16,25
Island Carib,17,29
Shona,37,42
Lishan Didan,24,40
Naasioi,8,13
Kashmiri,28,56
Amahuaca,14,22
Western Cham,21,32
Anyin Morofo,31,49
Me'en,26,40
Biloxi,12,20
Rio Grande Tewa,34,57
Maca,22,32
Sa'ban,19,26
Lealao Chinantec,28,35
Jungle Inga,13,16
Waimaha,11,23
Abipon,15,20
Iraqw,33,45
Cherokee,11,17
Limbum,22,35
Rutul,59,64
Eastern Low German,23,37
Lahu,26,40
South Central Dinka,20,60
Ekari,10,15
Konda-Dora,23,43
Daloa Bete,24,37
Tsuvadi,28,55
Pinyin,42,66
Wik-Mungkan,13,18
Nyabwa,24,44
Dghwede,33,38
Russian,33,38
Nivacle,22,28
Central Dagaare,24,54
Northern Toussian,16,35
Northern Frisian,23,42
Lambadi,30,48
Bongo,18,29
Yanyuwa,29,32
Logba,25,35
Saxwe Gbe,24,38
Comanche,12,18
Kayabi,14,24
Tawallammat Tamajaq,23,37
Silt'e,46,56
Ambulas,17,24
Izere,27,39
Ewe,26,40
Adamawa Fulfulde,27,36
Mangbetu,36,47
Banda Malay,18,23
Tagalog,19,24
Yanomamo,12,33
Attie,24,47
Mbe,26,37
Para Arara,11,17
Luiseno,23,34
Tenharim,14,26
Gaam,34,49
Yanomamo,11,32
Mezquital Otomi,42,58
Chamicuro,19,29
Siamou,22,41
Pa'o Karen,20,34
Irula,31,52
Njebi,24,34
Soninke,24,39
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,45,49
Waris,13,22
Even,18,36
Igo,23,33
Bankon,26,37
Pwo Northern Karen,23,52
Trio,10,24
Mpongmpong,29,38
Chamicuro,19,29
Pampanga,17,22
Suya,13,28
Catalan,27,39
Yawanawa,15,19
Tundra Nenets,26,34
Central Nicobarese,16,35
Muinane,22,28
Antakarinya,17,23
Akan,21,35
Chibcha,16,22
Ignaciano,21,25
Boro (Ethiopia),16,25
Afrikaans,16,39
Siona-Tetete,18,30
Aragonese,33,45
Eastern Panjabi,32,51
Ava-Canoeiro,12,24
Ganda,19,33
Jamamadi,11,15
Dibole,21,31
Mullukmulluk,14,19
Garo,21,26
Sao Paulo Kaingang,13,27
Korafe-Yegha,19,24
Cogui,24,36
Nadab,17,34
Nhengatu,19,23
Mocovi,23,31
Mandinka,19,34
Inor,40,47
Karaja,9,24
Bakaka,16,32
Fijian,19,30
Tarok,26,32
Tahaggart Tamahaq,25,37
Southeastern Kolami,36,46
Mabaan,19,45
Indonesian,23,31
Apurina,14,34
Farefare,20,30
Gavar,47,55
Mundari,32,37
Ho,24,43
Andoque,11,35
Kistane,34,41
Taroko,33,43
Lugbara,26,39
Sissano,37,46
Koorete,51,61
Alawa,23,28
Toba,20,28
Bena (Tanzania),22,34
Tulu,23,35
Temein,18,25
Tuki,25,39
Orma,23,33
Niellim,26,59
Nafaanra,25,44
Vietnamese,21,39
Abure,20,36
Balinese,18,24
Cayubaba,17,33
Chong of Chanthaburi,21,40
Luiseno,21,26
Aewa,17,27
Rundi,22,29
Jaqaru,36,39
Kikuyu,18,32
Northern Gyalrong,49,57
Slovenian,21,37
Guahibo,17,29
Sumbwa,20,32
Lakkia,31,59
Alladian,23,36
Kharia,37,47
Tilquiapan Zapotec,22,30
Mazanderani,22,29
Wu Chinese,25,34
Luwo,19,32
Kokota,22,27
Ternate,20,25
Sebat Bet Gurage,33,39
Tapiete,15,27
Nangikurrunggurr,20,28
Boko (Benin),19,34
Chuanqiandian Cluster Miao,46,56
Bengali,29,43
Wuzlam,34,42
Iwam,11,17
Bamunka,23,32
Kwama,20,25
Baoule,21,37
Usan,14,20
Anyin,17,36
Bagirmi,29,48
Ravula,23,39
Jola-Esulalu,31,51
Japanese,27,40
Emai-Iuleha-Ora,27,48
Tariana,23,38
Bomitaba,16,28
Kulung (Nepal),22,43
Sebat Bet Gurage,35,42
Alabama,15,21
Cashibo-Cacataibo,15,21
Emerillon,16,30
Burun,19,38
Fwe,49,59
Kalkutung,20,23
Mogholi,24,29
Amarakaeri,15,33
Enawene-Nawe,13,25
Spanish,20,25
Dera (Indonesia),11,17
Dadibi,13,23
Awngi,30,39
Yurok,23,35
Chimariko,33,42
Canela-Kraho,13,29
Dagbani,23,31
Aari,26,36
Kharia,31,41
Beja,21,26
Ejagham,21,32
Latunde,12,28
Shuswap,37,44
Nyang'i,18,25
Kuo,29,56
Archi,81,91
Awara,19,25
Eton-Mengisa,21,38
Mbukushu,22,29
Ngbaka Minagende,22,34
Yavitero,17,21
Zuni,20,25
Akoose,22,44
Sauria Paharia,24,34
Eastern Mari,19,27
Jola-Fonyi,19,29
Yucuna,16,21
Sentani,10,17
Bissa,23,41
Nez Perce,26,36
Usarufa,17,22
Sora,21,31
Nyambo,20,33
Galibi Carib,16,22
Gen,25,40
Dahalo,54,59
Yemba,17,27
Holoholo,17,26
Central Bai,18,29
Sui,47,54
Wapishana,18,22
German,22,41
Buamu,17,28
Ofaye,14,24
Arabela,11,18
Mufian,17,22
Chuvash,30,39
Adioukrou,21,31
Ewondo,15,25
Sabaot,13,31
Busa,16,31
Biak,14,19
Hindi,71,94
Atayal,19,26
Moru,26,38
Lese,29,42
Northeastern Dinka,19,32
Gourmanchema,20,33
Kuvi,28,47
Acatepec Me'phaa,20,30
Legbo,38,53
Tem,25,36
Kuanyama,26,33
Saliba (S\'alivan),20,30
Siriono,18,28
Dyirbal,13,16
Yabarana,11,18
Akawaio,10,21
Italian,23,30
Eastern Ojibwa,16,27
Nootka,37,47
Maquiritari,12,26
Gonja,23,39
