language,consonants,phonemes
I'saka,9,18
Saxwe Gbe,24,38
Ejagham,20,27
Itonama,19,25
Qaqet,14,22
Yuqui,20,40
Mwali Comorian,19,24
Godie,26,42
Igbo,46,65
Vanimo,12,28
Duruma,42,49
Eastern Maninkakan,20,36
Kotiria,16,28
Koyra Chiini Songhay,23,43
Uduk,23,28
Jola-Fonyi,19,29
East Makian,32,37
Upper Guinea Crioulo,23,28
Spokane,38,43
Akoose,18,32
Purepecha,26,32
Ngoshie,26,34
Japanese,27,40
Fijian,19,30
Warray,16,21
Tundra Nenets,27,35
Nama (Namibia),19,33
Bafia,25,48
Nisga'a,32,42
Nyang'i,18,25
Northwestern Kolami,21,34
Kako,33,50
Nara,17,22
Northern Tosk Albanian,28,35
Mizo,33,39
Yeyi,77,90
Moseten-Chimane,23,41
Mwan,21,39
Fe'fe',17,25
Brahui,24,33
Gaa,22,34
Rutul,59,64
Southern Bobo Madare,19,38
Tangale,40,60
Bamunka,23,32
Ngarinyin,18,24
Kaiwa,14,26
Mayogo,33,46
Paraguayan Guarani,24,36
Ndonga,29,36
Upper Chehalis,30,34
Abure,20,36
Bhili,35,62
Huarijio,12,26
Biloxi,12,20
Daloa Bete,24,37
Western Bru,20,42
Mono (Democratic Republic of Congo),33,44
Japanese,15,20
Chipewyan,38,52
Batak Toba,16,21
Niellim,23,36
Yoruba,18,29
Silt'e,46,56
Moru,26,38
Kota (India),26,41
Prai,17,35
Bakairi,16,30
Afar,17,27
Paez,29,37
Curripaco,25,29
Mandarin Chinese,25,32
Irish,44,68
Gaam,34,49
Murle,21,26
Isebe,9,23
Cofan,30,35
Lambadi,30,48
Iu Mien,33,41
Jebero,19,23
Anyin,19,40
Central-Eastern Niger Fulfulde,27,37
San Juan Guelavia Zapotec,29,47
Chacobo,17,21
Kimaragang,18,23
Gavar,47,55
Yessan-Mayo,16,20
Sissala of Burkina Faso,22,51
Mundabli,22,38
Swedish,18,35
Rundi,22,29
Central Mazahua,45,60
Chipaya,41,51
Kotafon Gbe,29,45
Iu Mien,35,49
Pulaar,28,38
West Central Banda,31,46
Tsafiki,16,26
Emerillon,16,30
Hindi,40,61
Sindhi,44,54
Fwe,49,59
Buli (Ghana),23,46
Hausa,33,43
Komi-Zyrian,29,36
Arhuaco,16,32
Northern Grebo,19,36
Apiaka,12,22
Panoan Katukina,15,19
Kazym-Berezover-Suryskarer Khanty,18,31
Northern Dong,20,27
Romanian,22,31
Komi-Zyrian,26,33
Omagua,13,18
Ava-Canoeiro,12,24
Navajo,36,54
Deni,18,22
Kanga,54,76
Kunimaipa,15,20
Korean,21,32
Masai,21,43
Chiquihuitlan Mazatec,25,33
Tamambo,16,21
Burmese,34,50
Obolo,22,37
Kurukh,31,56
Adzera,18,25
Tunia,24,40
Mundari,21,39
Zaiwa,21,32
Armenian,30,37
Xingu Asurini,16,27
Bissa,18,24
Tengger,20,42
Muinane,22,28
Chechen,32,44
Ambele,38,51
Sukuma,38,57
