language,consonants,phonemes
Yaqui,17,22
Naasioi,8,13
Northern Bobo Madare,21,37
Kotiria,16,24
Katcha-Kadugli-Miri,39,62
Xerente,13,27
Tuvinian,20,29
Lese,29,42
Bundeli,38,55
Sinhala,22,36
Moru,26,38
Kituba (Congo),17,22
Ndogo,29,38
Pichi,21,30
Bulu (Cameroon),24,36
Movima,19,29
Korean,21,32
Hopi,31,49
Tibetan,24,38
Cayubaba,17,33
Adzera,18,25
Awara,19,25
Awngi,30,39
Tedim Chin,21,26
Murrinh-Patha,21,25
Sebat Bet Gurage,36,44
Portuguese,23,38
Kwangali,22,27
Budu,31,43
Chiquihuitlan Mazatec,26,38
Bhele,19,28
Ocaina,25,34
Cross River Mbembe,28,37
Toro So Dogon,16,28
Moseten-Chimane,23,41
Northern Lushootseed,33,37
Logba,25,35
Siwu,20,37
Me'en,26,40
Tacana,18,22
Samba Leko,22,34
Chiripa,17,29
Thai,21,30
Manchu,18,25
Southern Tiwa,26,41
Icelandic,23,39
Tedaga,24,35
Ligbi,22,38
Shuswap,37,44
Emai-Iuleha-Ora,27,48
Nyamwezi,36,53
Urdu,35,54
Palauan,10,22
Ngiti,44,56
Seri,17,25
Nhengatu,19,23
Namia,9,15
Wik-Mungkan,13,18
San Mateo del Mar Huave,23,29
Northern Dong,20,27
Spokane,38,43
Panare,12,25
Tamnim Citak,11,17
Galibi Carib,16,22
Bankon,26,37
Aja (Benin),28,45
Nukak Maku,12,24
Yameo,10,18
Kuwaataay,20,34
Shona,37,42
Western Highland Chatino,16,25
Klamath-Modoc,33,37
Korean,22,40
Waimaha,10,22
Yansi,17,42
Adangme,23,39
Ninam,12,18
Cebuano,18,21
Kwak'wala,46,55
Uduk,23,28
Adang,18,40
Beja,21,26
Mandarin Chinese,24,49
Luo (Kenya and Tanzania),23,32
Gbaya (Sudan),41,56
Gen,27,44
South Wa,34,77
Inapari,13,31
Susu,21,35
Jennu Kurumba,26,33
Bambara,20,43
Adioukrou,21,32
Kadiweu,23,31
Andoque,11,26
Quechan,28,38
Baga Sitemu,18,26
Afitti,17,26
Aproumu Aizi,24,33
Vute,30,59
Southern Samo,18,26
Zaparo,14,22
Chickasaw,16,25
Wamey,39,46
Cebaara Senoufo,24,36
Giryama,40,47
Lak,60,69
Maxakali,10,20
Kunama,19,26
Chrau,20,33
Igbo,43,59
Batanga,20,31
Kota (India),23,34
Eastern Tamang,19,29
Longto-Voko,20,31
Toda,38,53
Bandi,23,48
Kannada,36,47
Jaqaru,36,42
Nyole,24,36
Koyra Chiini Songhay,23,43
Pemon,10,17
Mazanderani,22,29
Liko,33,45
Tieyaxo Bozo,19,36
Baoule,21,37
Gaa,22,34
Waura,16,26
Bella Coola,28,31
Northern Conchucos Ancash Quechua,17,23
Yeyi,77,90
Angaataha,12,21
Brokskat,41,56
Hamer-Banna,25,35
Hupda,20,29
Hupa,28,35
Chiquihuitlan Mazatec,25,33
Wayuu,14,20
Cuvok,27,29
Siriono,18,28
Kagulu,26,31
Kutep,28,46
Lango (Uganda),18,40
Iwam,11,17
Iraqw,33,48
Samo,12,18
Kaxarari,15,20
Karang,30,40
Kgalagadi,43,53
Gbaya-Mbodomo,28,37
Bare,19,23
Hindi,71,94
Tshangla,32,37
Gadsup,9,15
Uru-Eu-Wau-Wau,14,26
Sursurunga,15,21
Yanomami,12,33
Towa,39,61
Hanga,23,29
Straits Salish,35,40
Pagibete,42,51
Ticuna,18,29
Zulu,35,43
Chopi,61,68
Vengo,56,82
Luiseno,23,34
Bafut,21,49
Bakairi,17,29
Arikapu,11,25
Ndonga,25,30
Nuer,20,48
Madurese,27,35
Karo (Brazil),14,25
Kunjen,23,28
Ndonga,29,36
Idoma,47,75
Maybrat-Karon,11,16
Xeta,13,24
Guajajara,15,22
Blang,24,40
Hadza,57,62
Nyabwa,24,44
Southeast Ijo,24,44
Luo (Kenya and Tanzania),23,35
Ese Ejja,18,22
Kiowa,22,42
Maung,17,22
Jaad-Badyara,25,43
Suba-Simbiti,23,39
Sango,26,44
Luwo,19,32
Lake Miwok,29,39
Loko,18,25
Tangale,40,60
Awa-Cuaiquer,16,26
South Azerbaijani,25,34
Kwasio,46,54
Iyive,53,64
Mungaka,21,33
Irula,31,52
Bomitaba,16,28
Baruga,14,24
Elip,19,30
Yamana,15,20
Kwaya,17,29
Moloko,31,47
Galibi Carib,11,17
Wayana,9,16
Wayampi,14,26
Savosavo,17,22
Dhuwal,20,23
Central Khmer,21,42
Pwo Northern Karen,25,37
Tonkawa,15,25
Siamou,22,41
Warao,11,16
Tundra Nenets,26,34
Swedish,18,35
Mpade,30,40
Epena,17,31
Batak Karo,16,21
Waimiri-Atroari,16,27
Faiwol,12,20
Krache,17,44
Sissala of Burkina Faso,22,51
Bangolan,27,40
Karok,27,41
Lenakel,15,21
Ache (Tupian),11,21
Akan,21,35
Siksika,13,25
Khasi,19,28
Maquiritari,12,26
Irish,44,68
Tolowa-Chetco,26,31
Northern Haida,46,49
Somali,22,32
Bengali,36,53
Phalura,30,40
Sochiapam Chinantec,18,39
Bari (Chibchan),10,22
Barain,28,41
Mochica,20,32
Obolo,22,37
Comanche,12,18
Tacana,18,22
Ngad'a,21,27
Karitiana,11,31
Ditammari,17,32
Sindhi,44,54
Daba,36,46
Tadaksahak,59,70
Ahanta,24,40
Igede,24,38
Lagwan,34,41
Nadab,17,34
Langi,32,52
Rendille,21,33
Dyula,23,39
Fur,19,30
Gujarati,35,60
Sedang,39,53
Zay,23,37
Kenswei Nsei,55,65
Matses,15,21
Manipuri,25,33
Matis,15,21
Manipuri,27,35
Kare (Central African Republic),30,57
Shilluk,25,54
Para Gaviao,11,21
San Miguel El Grande Mixtec,19,32
Biali,14,27
Niellim,23,36
Mongo,45,56
Bengali,34,48
Yapese,28,44
Dera (Nigeria),24,35
Mwan,21,39
Northern Gyalrong,49,57
Panamint,23,36
Argobba,30,38
Leco,24,30
Lunda,22,32
Ronga,64,69
Taroko,33,43
Akoose,22,44
Anuak,19,47
Totontepec Mixe,14,23
Gayo,19,27
Kuria,15,22
Kamayura,14,26
Tamnim Citak,14,19
Bana,37,44
Central Tunebo,14,19
Wandala,45,52
Logo,27,39
Tigre,47,54
Mumuye,23,34
Michif,25,41
Yareba,13,18
Binumarien,11,16
South-Eastern Ju,95,141
Kwoma,24,31
Ayoreo,20,30
Cusco Quechua,26,31
Kurukh,31,56
Thavung,20,47
Bulgarian,36,42
Even,18,36
Mann,22,39
Selaru,14,19
Tsuvadi,28,55
Muinane,22,28
Acatepec Me'phaa,20,30
Batak Toba,18,27
Kraho,12,46
Murui Huitoto,14,20
Standard Malay,21,27
Godie,26,42
Yana,22,30
Engenni,20,33
Cogui,24,36
Central Aymara,28,31
West Central Banda,31,46
Romanian,22,32
Ese Ejja,17,21
Sandawe,47,54
Lokono,16,21
Naki,36,44
Baniwa do Icana,18,26
Yanesha',23,26
East Makian,19,24
Masai,21,43
Jebero,19,23
Indonesian,22,31
Eggon,30,42
Kete,16,25
Ewondo,15,25
Siona-Tetete,18,30
Barbareno,38,44
Fuliiru,24,36
Baga Koga,17,25
Fipa,20,35
Ebang,27,34
Rio Grande Tewa,34,57
Tunica,17,24
Guinea Kpelle,24,39
Wiyot,24,29
Maria (India),22,39
Huamalies-Dos de Mayo Huanuco Quechua,21,31
Aikana,15,25
Central Siberian Yupik,32,36
Akan,28,60
Komo (Sudan),23,31
Kisa,24,38
Capanahua,16,24
Kxoe,95,120
Bambalang,34,57
Komo (Sudan),23,28
Lambadi,24,34
Doyayo,22,48
Guambiano,18,24
Mbo (Cameroon),19,35
Southern Bobo Madare,19,38
Saxwe Gbe,24,38
Kakua,21,26
Buginese,19,25
Aari,26,36
Shipibo-Conibo,16,24
Bila,19,33
Hupa,35,42
Yuracare,18,25
Luvale,22,36
Konkomba,22,42
Thado Chin,23,31
Antigua and Barbuda Creole English,24,37
Manya,18,27
Halkomelem,32,47
Bum,37,47
Irarutu,12,19
Gujari,32,50
Àhan,26,43
Reunion Creole French,30,42
Bongo,18,29
Qawasqar,16,19
Wapishana,17,25
Tulu,23,35
Iaai,33,52
Wintu,30,35
Trinitario,18,30
Urubu-Kaapor,15,26
Katukina,12,20
Moyon,24,37
Klao,11,27
Ossetian,30,39
Usan,14,20
Mandinka,19,34
Pangasinan,16,21
Wapishana,18,22
Ntcham,21,43
Chol,20,26
Kazym-Berezover-Suryskarer Khanty,19,32
Ejagham,20,27
Irigwe,79,95
Chaudangsi,34,42
Kayabi,14,24
Chacobo,16,20
Bulgarian,37,49
Alawa,22,26
Sindhi,41,61
Ambele,38,51
Harari,25,34
Tlachichilco Tepehua,24,34
Croatian,25,36
Ayere,26,43
Georgian,29,35
Kunimaipa,15,20
Tsou,15,21
Sumbwa,20,32
Juruna,18,28
Kabardian,49,56
Cherokee,11,17
Ngizim,34,40
Mbya Guarani,14,26
Kota (India),23,28
Burmese,34,50
Kahe,22,32
Gikyode,29,51
Awa-Cuaiquer,14,21
Niellim,26,59
Jaunsari,34,51
Zo'e,14,26
Sakha,33,49
West Makian,17,23
Gbesi Gbe,31,47
Embera-Chami,16,28
Dagik,16,26
Ikpeng,12,18
Fwai,19,35
North Alaskan Inupiatun,24,27
Jamamadi,11,15
Tatuyo,11,17
Candoshi-Shapra,21,27
Dimli,30,44
Ulwa,22,28
Nandi,13,23
Boko (Benin),19,34
Lango (Sudan),16,32
Chipewyan,38,52
Eastern Panjabi,50,73
Kinnauri,31,46
Achumawi,17,23
Katcha-Kadugli-Miri,23,32
Giryama,40,47
Ignaciano,21,25
Wolof,38,54
Temein,18,25
Kwese,16,25
Abure,20,36
Buol,17,23
Vanimo,12,28
Nyam,39,56
Fulnio,18,30
Marathi,42,55
Lugbara,26,39
Hausa,31,38
Tiagbamrin Aizi,24,32
Northern Bobo Madare,20,40
Akan,18,31
Vai,28,43
Cabiyari,12,17
Coeur d'Alene,40,48
Meta',20,33
Iraqw,33,45
Uri,16,24
Foodo,23,44
Koreguaje,18,30
Southern Nuni,38,60
Jola-Fonyi,19,29
Sora,21,31
Banda-Ndele,33,46
Tucano,15,27
Burun,19,38
Sherbro,24,31
Morisyen,21,30
Apinaye,17,34
Makasar,18,23
Konkani,35,45
Baba,23,30
Western Keres,39,51
Galibi Carib,16,28
Mam,33,43
Siriono,18,30
