language,consonants,phonemes
Tunica,17,24
Ket,18,32
Arhuaco,16,32
Plateau Malagasy,31,36
Dagbani,24,37
Desano,12,18
Turkish,24,40
Berta,24,29
Wayana,9,16
Burushaski,38,43
Iu Mien,33,41
Mmen,27,41
Vilela,24,29
Inapari,13,31
Tangale,40,60
Pwo Northern Karen,23,52
Southern Yukaghir,21,33
Izi-Ezaa-Ikwo-Mgbo,27,38
Gadsup,9,15
Loxicha Zapotec,23,30
Kunimaipa,15,20
Mwani,21,26
Nigeria Mambila,25,43
Kasem,19,40
Egyptian Arabic,58,67
Yurok,23,35
Yoruba,19,31
Sundanese,19,26
Burarra,16,21
Yaoure,23,45
Tolowa-Chetco,26,31
Luo (Kenya and Tanzania),26,38
Korafe-Yegha,19,24
Kupsabiny,14,26
Darma,34,42
Gwandara,28,48
Papantla Totonac,16,22
Amharic,30,37
Sentani,10,17
Apinaye,14,49
Paiwan,22,26
Maxakali,10,20
Tatuyo,11,17
Tira,26,42
Adangme,23,39
Enawene-Nawe,13,25
Wongo,15,24
Western Cham,24,35
Northern Frisian,23,42
Kui (India),20,39
Aragonese,33,45
Adamawa Fulfulde,29,39
Imonda,13,23
Igo,23,33
Moro,22,29
Luchazi,32,42
Coeur d'Alene,40,48
Assamese,22,37
Gelao,31,43
Dibole,21,31
Western Cham,21,32
Kituba (Democratic Republic of Congo),15,22
Iaai,36,52
Tirma-Chai,22,31
Saotomense,19,32
Jebero,19,23
Amahuaca,14,22
East Makian,19,24
Kota (India),23,28
Yala,28,38
Tese,24,47
Haya,19,29
Wyandot,11,17
Koho,27,37
Nukak Maku,12,24
Tapirape,13,23
Eastern Tamang,19,29
Central Dagaare,24,54
Guinea Kpelle,27,35
Maba (Chad),22,29
Mapudungun,20,26
Yuracare,18,25
Dutch,24,39
Ndut,27,34
Tetum,13,18
Cupeno,27,38
Dera (Indonesia),11,17
Kele-Foma,21,30
Buol,17,23
Pai Tavytera,15,27
Konkomba,22,42
Baka (Cameroon),25,35
Atayal,19,27
Yil,12,23
Tagalog,19,24
Noone,19,33
Karo (Brazil),14,25
Kazym-Berezover-Suryskarer Khanty,19,32
Totela,44,54
Dizin,24,30
Central Moroccan Berber,36,39
Tee,23,38
Vute,30,59
Vagla,24,54
Konkani,19,37
Zo'e,14,26
Nateni,13,40
Northern Bobo Madare,21,37
Slovenian,21,37
Island Carib,16,27
Dime,53,73
Kazym-Berezover-Suryskarer Khanty,19,32
Ibani,25,38
Nias,19,25
Borana-Arsi-Guji Oromo,26,36
Usan,14,20
Cogui,24,36
Kinyarwanda,39,49
Hanga Hundi,16,23
Northeast Maidu,17,23
Kaingang,13,27
Acatepec Me'phaa,20,30
Siang,13,17
Guahibo,17,29
Bakole,27,34
Luvale,22,36
Sentani,10,17
Jaunsari,34,51
Aringa,35,49
Koyraboro Senni Songhai,23,37
Olu'bo,16,21
Uru-Eu-Wau-Wau,14,26
Kunama,19,26
Ibibio,17,32
Chukchi,15,22
Nyeu,20,40
Southern Sierra Miwok,15,21
Lumun,17,35
Mbo (Cameroon),19,35
Cashibo-Cacataibo,15,21
Gwandara,35,64
Lisu,25,39
Kenswei Nsei,55,65
East Taa,130,161
Luiseno,21,26
Zoogocho Zapotec,28,65
Bamunka,23,32
Baka (Cameroon),25,38
Kashmiri,28,56
Wapishana,17,25
Molale,23,30
Adioukrou,21,32
Nez Perce,25,30
Tiagbamrin Aizi,24,32
Tupuri,28,56
Kotafon Gbe,29,45
Yagua,11,23
Ik,31,44
Kofyar,23,36
Mocovi,23,31
Moken,22,32
Toaripi,8,14
Barbareno,38,44
Ormuri,25,31
Ninam,13,25
Kwami,28,40
San Mateo del Mar Huave,23,29
Zuni,44,54
Djeoromitxi,14,24
Irarutu,12,19
Moseten-Chimane,23,41
Wuzlam,34,42
Even,18,36
Capanahua,16,24
Manya,18,27
Lega-Shabunda,18,38
Kalaallisut,19,22
