language,consonants,phonemes
Kekchi,21,26
Beria,21,33
Chickasaw,16,25
San Mateo del Mar Huave,23,29
Jauja Wanca Quechua,16,22
Inga,19,22
Chamorro,20,26
Sindhi,41,61
Seimat,11,28
Awing,39,56
Bamunka,23,32
Pacoh,18,33
Meta',33,50
Japreria,12,24
Cupeno,27,38
Mehinaku,13,23
Juruna,18,28
Nama (Namibia),32,41
Kwasio,46,54
English,27,40
Moloko,31,47
Tawallammat Tamajaq,23,37
Bondo,27,40
Ejagham,20,27
Jur Modo,31,49
Tok Pisin,15,27
Ekari,10,15
Tepo Krumen,17,39
Ese Ejja,17,21
Chuvash,21,30
Lahu,26,40
Kuku-Yalanji,13,16
Brokskat,41,56
Yawalapiti,17,21
Lake Miwok,29,39
Farefare,20,30
Shina,35,48
Mundari,32,37
Sanuma,11,24
Modern Greek,21,26
Ava-Canoeiro,12,24
Liberia Kpelle,22,34
Northern Bobo Madare,21,33
Wayuu,14,26
Hupda,19,34
Moklen,19,46
Carapana,11,23
Southeast Ijo,24,44
Mambai,26,54
A-Pucikwar,25,35
Vietnamese,21,39
Plateau Malagasy,31,36
Acoli,17,29
Nukak Maku,12,24
Tiwi,22,26
Tengger,20,42
Suba-Simbiti,23,39
Xingu Asurini,16,27
Machame,33,46
Komo (Sudan),23,28
Central Moroccan Berber,36,39
Cha'palaa,23,27
Huba,24,31
Shuswap,37,44
Thado Chin,23,31
Kinyarwanda,39,49
Parkwa,31,35
Ngalakan,17,26
Mbum,30,38
Wolof,26,40
Tagalog,18,23
Zande,19,35
Karok,27,41
Japanese,15,20
Jebero,19,23
Tangale,40,60
Turkish,25,33
Ravula,23,39
Toura (Cote d'Ivoire),19,50
Bariai,12,17
Northern Grebo,19,36
Holoholo,17,26
Sentani,10,17
Tedaga,24,35
Western Keres,39,51
Mising-Padam-Miri-Minyong,34,43
Nukuini,14,20
Bandi,23,48
Bomitaba,16,28
Duala,21,33
Yaminahua,14,22
Sissala of Burkina Faso,22,51
Cross River Mbembe,28,37
Tukang Besi North,24,29
Nankina,14,20
Lu,22,31
Esimbi,29,37
Halh Mongolian,21,35
Bashkir,27,38
Kayabi,14,24
Khmu,23,41
Markweeta,13,36
Siang,13,17
Hiligaynon,20,25
Acatepec Me'phaa,20,30
Mekens,15,35
Yanesha',24,33
Lavukaleve,15,20
Dahalo,54,59
Bodo (India),15,21
