language,consonants,phonemes
Igo,23,33
Ulwa,22,28
Andoa,15,25
Iloko,17,21
Ucayali-Yurua Asheninka,24,32
Angolar,22,36
Chopi,61,68
Cameroon Mambila,20,35
Ingush,35,48
Northern Nuni,21,54
Aweti,14,26
Anyin,21,39
Shawnee,13,19
Waura,16,26
Oroko,22,29
Hindi,71,94
Jamamadi,11,15
Itelmen,27,32
Mabaan,19,45
Mundani,23,41
Murrinh-Patha,21,25
Limbum,22,35
Northern Pame,40,54
Balinese,18,24
Sumbwa,20,32
Karaja,9,24
Nyankole,20,28
Mato Grosso Arara,19,33
Cameroon Mambila,19,25
Mbum,30,38
Popti',27,32
Southern Sierra Miwok,15,21
Apatani,24,37
Kuku-Yalanji,13,16
Arawete,12,21
Seneca,11,27
Northwestern Kolami,21,34
Purepecha,26,32
Yanesha',23,29
Huehuetla Tepehua,26,36
Tunica,17,24
Bakole,27,34
Dutch,24,39
Lakkia,31,59
Quileute,33,37
Kekchi,21,26
Northern Dong,20,27
Cupeno,27,38
Usan,14,20
Southern Sami,39,45
Saxwe Gbe,24,38
Tieyaxo Bozo,19,36
Koyra Chiini Songhay,23,43
Nafaanra,25,44
Jaqaru,36,39
Afar,17,27
Iyive,53,64
Yuracare,18,25
Hausa,32,45
Tipai,25,34
Me'en,26,40
Izi-Ezaa-Ikwo-Mgbo,27,38
Alawa,22,26
Koalib-Rere,29,45
Logba,25,35
Kaxuiana,12,18
Kamang,16,28
Apurina,14,40
Basque,23,28
Buli (Ghana),23,46
Kwaio,16,21
Nawuri,29,40
Dupaninan Agta,15,20
Sinhala,37,53
Gata',24,38
Ejagham,21,32
Nivacle,22,28
Yanesha',23,26
Usarufa,17,22
Suena,13,18
Yoruba,19,31
Naxi (Retired),38,49
Ndali,17,31
Guambiano,18,24
Mmaala,23,34
Gavar,47,55
Poyanawa,14,21
Gude,30,36
Irula,23,30
Rio Grande Tewa,34,57
Tanimuca-Retuara,11,21
Luo (Kenya and Tanzania),23,32
Jarawa (Nigeria),28,39
Apinaye,14,49
Afitti,17,26
Asheninka Perene,18,28
Bardi,17,24
Duruma,42,49
Malayalam,30,43
Ntcham,21,43
Nobiin,16,21
Dangaleat,21,28
Belanda Viri,28,43
Herero,19,26
Dagbani,24,37
Beng,24,49
Manya,18,27
Marghi Central,30,34
Waiwai,14,20
Nez Perce,26,36
Northern Khmer,24,43
Jola-Fonyi,19,29
Leco,24,30
Latunde,12,28
Lu,22,31
Reel,20,63
Jaunsari,34,51
Yue Chinese,20,25
Lugbara,26,39
Eastern Tamang,19,29
Border Kuna,16,21
Tupuri,28,56
Hixkaryana,18,23
Doyayo,22,34
San Mateo del Mar Huave,18,24
Corongo Ancash Quechua,18,24
Kenswei Nsei,55,65
Tachelhit,33,37
Javanese,21,29
Khmu,23,41
Paez,33,49
Panobo,14,18
Texistepec Popoluca,19,29
Morisyen,21,30
Nivacle,22,28
Kirghiz,20,36
Cameroon Mambila,24,40
Baba,23,30
Paez,29,37
Tiagbamrin Aizi,24,32
Berta,24,29
Mwali Comorian,19,24
Yambeta,18,28
Gbaya-Bossangoa,31,43
Bandi,23,48
Alabama,14,17
Lakota Dida,27,57
Fe'fe',17,25
Diriku,23,28
Kuvi,28,47
Liberia Kpelle,22,34
Tee,23,38
Kirghiz,22,30
Sanskrit,37,45
Tinputz,12,26
Leh-Kenhat,37,45
Minica Huitoto,18,24
Tundra Nenets,27,35
North Giziga,29,37
Biak,14,24
Bundeli,38,55
Ngas,24,36
Mbukushu,22,29
Loko,18,25
South Bolivian Quechua,31,36
Western Cham,21,32
Mbay,22,44
Xiriana,19,24
Wari',15,21
Western Xwla Gbe,29,45
Ngas,30,44
Panara,11,26
Dagik,16,26
Northern Kissi,22,42
Aleut,24,27
Adang,18,40
Amele,15,20
Sanuma,11,24
Amharic,30,37
Lahu,26,40
Bafia,27,51
Paiwan,22,26
Faiwol,12,20
Uru,23,33
Siwu,20,37
Chrau,20,33
Soninke,34,52
Huaylas Ancash Quechua,20,30
Logo,27,39
Lusi,16,21
Lavukaleve,15,20
Gujari,32,50
Godie,26,42
Akuntsu,11,22
Berom,24,31
Fwe,49,59
Mundari,32,37
Eastern Bolivian Guarani,12,24
Kurukh,21,32
Northern Bobo Madare,21,37
Tabasco Chontal,25,37
Vagla,24,54
Western Keres,39,51
Iquito,11,19
Masai,21,43
Tira,26,42
Kunyi,44,55
Izere,27,39
Basa (Cameroon),29,41
Northern Bobo Madare,21,33
Konkomba,22,42
Munduruku,17,37
Hanga Hundi,16,23
Manchu,18,25
Guinea Kpelle,24,39
Moroccan Arabic,74,78
Irarutu,12,19
Nukak Maku,12,24
Bambara,21,35
Hausa,33,43
Canela-Kraho,13,29
Abure,20,36
Tipai,25,34
Northern Paiute,14,24
Basque,23,28
Piraha,8,11
Selepet,15,21
Cherepon,26,38
Sedang,39,53
Ida'an,17,23
Indonesian,23,31
Tacana,18,22
Ndonga,29,36
Ga,29,41
Baniwa do Icana,18,26
Moseten-Chimane,23,39
Yawanawa,14,18
Mal,17,41
Fang (Cameroon),23,36
Mwani,21,26
Nama (Namibia),32,41
Jamaican Creole English,21,33
Matis,15,21
Koasati,15,25
Tarok,26,32
Yine,16,26
Wubuy,19,24
Candoshi-Shapra,21,27
Tol,22,28
Gelao,31,43
North Bolivian Quechua,25,28
Mian,13,25
Koyraboro Senni Songhai,33,48
Yukpa,12,18
Sandawe,44,64
Nara,17,22
Tolowa-Chetco,26,31
Ga,32,47
Taos Northern Tiwa,26,38
Bashkir,27,38
Gaam,24,33
Telefol,17,27
Embera-Baudo,21,33
Awngi,28,35
Western Cham,24,35
Zulu,32,37
Yana,22,30
Akoose,18,32
Makasar,18,23
Kunza,23,33
Kete,16,25
Halh Mongolian,21,33
Southern Kiwai,12,19
Hills Karbi,28,39
Inor,39,45
Kanga,54,76
Central Kanuri,25,35
Keliko,36,45
Ajyininka Apurucayali,20,26
Lagwan,34,41
Marathi,42,55
Sanuma,10,31
Toba,21,28
Vietnamese,22,36
Chimila,16,36
Eastern Maninkakan,20,36
Finnish,25,42
Ignaciano,21,25
Southern Mfumte,74,89
Krenak,22,35
Yidiny,13,16
Ik,31,44
Ayoreo,20,30
Minangkabau,23,33
Tena Lowland Quichua,21,24
Yaqui,17,22
Central Pashto,31,38
Akan,21,35
Jebero,19,23
Ngangam,22,39
Cusco Quechua,26,31
Movima,19,29
Aja (Benin),23,37
Gwandara,28,48
Kofyar,23,36
Aproumu Aizi,24,33
Koya,21,31
Arandai,13,18
Zulgo-Gemzek,29,34
Mongo,45,56
Tamambo,16,21
Boko (Benin),19,34
Palauan,10,22
Ikpeng,12,18
Akan,28,60
Lamnso',26,45
Chukchi,15,22
Lokono,16,21
Rendille,21,33
Tshangla,32,37
Chiquihuitlan Mazatec,25,33
Shall-Zwall,14,18
Koyraboro Senni Songhai,15,24
Tucano,15,27
Bangolan,27,40
Angaataha,12,21
Anyin Morofo,21,37
Umbundu,20,30
Central-Eastern Niger Fulfulde,27,37
Samre or Siem Reap,20,41
Izon,19,37
Akawaio,10,21
Belanda Bor,25,38
Kakua,21,26
Tamnim Citak,11,17
Gujarati,35,60
Wyandot,11,17
Kagulu,26,31
Burmese,33,46
Avatime,28,50
Sa'ban,38,46
North Azerbaijani,24,33
Dimli,30,44
Wayuu,14,20
Batak Toba,16,21
Chuvash,21,30
Ngemba,29,40
North Alaskan Inupiatun,24,27
Mofu-Gudur,35,40
Igbo,28,36
Binandere,11,35
Banda-Ndele,33,46
Bubia,25,39
Bari (Chibchan),10,22
Katukina,12,20
Ossetian,30,39
Guajajara,14,21
Indonesian Bajau,26,32
Polish,31,37
Iraqw,33,45
Barbareno,38,44
Tamil,32,43
Adangme,23,39
Surui,19,29
Yuchi,38,64
Santali,35,46
Loniu,16,23
Vilela,24,29
Katcha-Kadugli-Miri,39,62
Ninam,13,25
Sabaot,13,31
Southeastern Pomo,27,32
Beembe,19,41
Nigeria Mambila,25,43
Bilin,31,38
Maung,17,22
Hupa,35,42
Tatuyo,11,17
Tetum,14,19
Sabane,13,18
Banda-Ndele,32,45
Kayapo,16,33
Apalai,12,24
Kuikuro-Kalapalo,14,26
Wogeo,15,20
Chacobo,17,21
Chimborazo Highland Quichua,31,36
Comox,37,42
Tuvinian,20,29
Temein,18,25
Japanese,27,40
Jamamadi,11,19
Lijili,29,48
Navajo,31,47
Pa'o Karen,20,34
Wayana,9,16
Jauja Wanca Quechua,22,27
East Makian,32,37
Cebuano,18,21
Nubi,30,35
Pottangi Ollar Gadaba,22,34
Ndzwani Comorian,32,39
Tagalog,18,28
Yuqui,20,40
Central Khmer,21,42
Mampruli,22,32
Klamath-Modoc,33,37
Tiruray,16,22
Southern Tiwa,26,41
Korean,21,32
Swahili,31,36
Camsa,21,27
Moken,20,38
Giryama,40,47
Jola-Fonyi,19,29
Ngarinyin,18,24
Antakarinya,17,20
Chacobo,16,20
Epena,17,31
Assamese,22,37
Amharic,52,59
Eyak,32,45
Bakairi,17,29
Krikati-Timbira,11,26
Paez,29,39
Southern Yukaghir,20,32
Igo,23,33
Baga Koga,17,25
Embera-Catio,19,31
Gujari,35,54
Anyin Morofo,31,49
Ndonga,29,36
Madi,45,54
Northeast Maidu,18,24
Giryama,40,47
Petats,15,30
Tinigua,22,40
Pacoh,18,33
Terena-Kinikinao-Chane,13,23
Hakka Chinese,21,31
Huarijio,12,26
Dagbani,23,29
Yom,25,38
Toba,18,26
Yuchi,38,49
Mono (Democratic Republic of Congo),33,44
Iban,19,25
Kui (India),20,39
Achumawi,17,23
Itonama,19,25
Mada (Nigeria),23,41
Chamorro,30,36
Afade,27,36
Yanomamo,12,33
Modern Hebrew,24,30
Kinyarwanda,39,49
Hungana-Saamba,20,33
Batak Karo,16,24
Dime,53,73
Izi-Ezaa-Ikwo-Mgbo,29,40
Kol (Cameroon),28,55
Caddo,20,23
Huamalies-Dos de Mayo Huanuco Quechua,21,31
Fwai,19,35
Cabiyari,12,17
Kwambi,29,37
Northern Frisian,23,42
Fulnio,21,33
Pume,23,38
Dan,19,39
Krim,22,38
Croatian,25,36
Selk'nam,21,29
Kharia,37,47
Tzotzil,21,26
Irish,45,69
Nyangumarta,20,27
Central Kanuri,18,25
Olu'bo,34,46
Modern Greek,21,26
Parakana,12,17
Fon,24,42
Njebi,24,34
Zoogocho Zapotec,28,65
Slovenian,21,37
Awtuw,11,18
Kera,24,30
Paumari,22,28
Irantxe-Munku,21,39
Nyambo,20,33
Bena (Tanzania),22,34
Wangaaybuwan-Ngiyambaa,15,18
Hangaza,23,35
Akan,22,40
Irula,31,52
Gonja,23,39
Yessan-Mayo,16,20
Ngombale,37,59
Zay,23,37
Lepcha,26,36
Chamorro,20,26
Comanche,12,18
Ebira,19,31
Brao,22,31
South Bolivian Quechua,32,37
Lama (Togo),17,53
Chamacoco,21,37
Makonde,18,28
Hopi,22,28
Kwoma,24,31
Kele-Foma,21,30
Lake Miwok,29,39
Hixkaryana,18,23
Njyem,20,42
West-Central Limba,17,24
Ganda,19,33
Pinyin,42,66
Manado Malay,19,25
Thavung,20,47
Tolowa-Chetco,29,44
Mayogo,33,46
Wawa,30,49
Siriano,11,23
Resigaro,32,37
Qaqet,14,22
Nukuini,14,20
Ndut,27,34
Turkish,24,40
Sebat Bet Gurage,35,42
Che,30,57
Panoan Katukina,15,19
Culina,17,21
Luyi,17,22
Dadibi,13,23
Huastec,21,26
Wolaytta,38,48
Ashaninka,15,19
Itonama,19,25
Yil,12,23
Moseten-Chimane,23,41
Ut-Main,36,56
Papantla Totonac,16,22
Dagur,22,29
Kemezung,20,34
Nimboran,12,18
Nigerian Pidgin,23,32
Wahgi,17,23
Kakua,12,22
Yemsa,25,40
Vaagri Booli,23,37
Papantla Totonac,20,26
Alawa,23,28
Teke-Kukuya,21,28
Kistane,34,41
Yemba,21,35
Tupinamba,13,25
Selepet,15,21
Guayabero,16,22
Cashinahua,15,23
Leh-Kenhat,33,38
Tu,23,28
Baoule,16,23
Savara,19,30
Gbaya-Bossangoa,29,45
Kashmiri,28,56
Kala Lagaw Ya,18,24
Nyang'i,18,25
Mochica,20,32
Aghem,28,49
Yanomamo,12,19
Khezha Naga,42,50
Javanese,22,30
Korean,22,40
Bench,46,56
Tangkhul Naga,27,40
Ese Ejja,17,21
Maybrat-Karon,11,16
Batak Toba,18,27
Nanti,18,27
Koshin,23,37
Vietnamese,21,39
German,23,39
Molale,23,30
Mandarin Chinese,24,49
Moloko,31,47
Arabela,11,18
Chimariko,33,42
Kuy,22,47
Duruwa,21,31
Ncane,17,41
Huba,24,31
Yugambeh-Bandjalang,12,16
Barain,31,44
Attie,24,47
Sumi Naga,35,46
Bella Coola,28,31
Naasioi,8,18
Naga Pidgin,30,47
Shawi,14,18
Jamsay Dogon,37,60
Hupda,20,29
Juruna,18,28
Mekens,16,26
Xamtanga,23,30
Sebat Bet Gurage,34,42
Mingrelian,30,35
Chipewyan,38,52
Ambulas,17,24
Tachelhit,28,31
Hoava,16,21
Tocho,15,27
Wichita,21,29
Guahibo,17,29
Northern Tosk Albanian,28,35
Tupari,14,29
South-Eastern Ju,95,141
Lenakel,15,21
Biak,14,19
Nez Perce,25,30
Gadsup,9,15
Bora,29,41
K'iche',22,32
Nyeu,20,40
Kamwe,26,35
Nivkh,34,44
Tapirape,13,23
Bambalang,34,57
Straits Salish,36,43
Iwam,11,17
Lugbara,27,42
Niellim,26,59
Bissa,18,24
Maay,22,32
Parecis,15,19
Gude,30,36
Chamicuro,19,29
Kman,34,50
Barain,32,44
Bumbita Arapesh,15,22
Cocama-Cocamilla,11,16
Karang,30,40
Bodo (India),15,21
Ngalakan,17,26
Zaiwa,21,32
Namia,9,15
Siona-Tetete,18,30
Ashe,24,36
Wan,21,36
Western Farsi,24,30
Sora,21,31
Lakota,27,36
Yamba,26,38
Southern Nambikuara,25,43
Kazym-Berezover-Suryskarer Khanty,19,32
Fasu,11,21
Anii,23,36
Tehuelche,25,31
Kambaata,49,59
Nisga'a,32,42
Archi,81,91
Rukai,23,27
Andoque,11,35
Seneca,11,19
Orma,23,33
Wapishana,17,29
Tanacross,35,54
Iyo'wujwa Chorote,16,21
Ngarinman,17,23
Digo,41,48
Kunimaipa,15,20
Komi-Zyrian,26,33
Konda-Dora,23,43
Wichi Lhamtes Nocten,23,28
Moseten-Chimane,23,41
Koyraboro Senni Songhai,23,37
North Marquesan,12,22
Arhuaco,15,21
Shilluk,25,54
Jinghpaw,25,30
Awngi,28,39
Lithuanian,36,52
Kupsabiny,14,26
Juang,24,36
Konni,31,49
Kabiye,24,47
North Junin Quechua,19,25
Pai Tavytera,15,27
Lyele,24,44
Yansi,17,42
Konkani,35,45
Sekpele,21,33
Yanomami,12,33
Wandala,45,52
Maria (India),22,39
Mazanderani,22,29
Kasem,19,40
Abua,27,40
Jowulu,20,45
North Moluccan Malay,21,27
Navajo,36,54
Binumarien,11,16
English,27,40
Ega,27,39
Bengali,29,43
Huastec,26,36
Qawasqar,16,19
Grass Koiari,11,16
Jicarilla Apache,34,56
Rama,19,28
Guro,26,57
Xerente,13,27
Abipon,15,20
Atayal,19,26
Kotiria,16,28
Bafut,21,49
Nizaa,58,90
Yawanawa,15,19
Lemeting,19,25
Tunia,24,40
Tikar,27,46
Kurukh,31,56
Saotomense,19,32
Kalanga,62,71
Yanomami,13,34
Carapana,11,23
Ekpeye,24,37
West Coast Bajau,17,23
Luwo,19,32
Southern Nuni,38,60
Ngoshie,26,34
Soqotri,28,34
Mamainde,14,34
Uduk,23,28
Kgalagadi,43,53
Lunda,22,32
Ngazidja Comorian,41,48
Kharia,31,41
Bouyei,23,34
Kare (Central African Republic),30,57
Kwangali,22,27
Ormuri,25,31
Tampulma,24,33
Naasioi,8,13
Thado Chin,23,31
Dazaga,21,32
Central Tunebo,14,19
Northern Grebo,19,36
Pero,18,30
Central Moroccan Berber,36,39
South Efate,15,20
Kanoe,12,26
Zuni,20,25
Chamicuro,19,29
Mbo (Cameroon),20,31
Sedang,41,55
Bafaw-Balong,27,47
Koyra Chiini Songhay,21,36
Breton,25,42
Skou,13,23
Tenharim,14,26
Ndonga,25,30
Pular,28,38
Somali,30,52
Duruma,40,47
Murle,21,26
Resigaro,30,35
Mesqan,34,41
Rundi,22,29
Konkomba,21,38
Tsamai,56,68
